ID,edad,genero,estado_civil,tipo_vivienda,integrantes,zona_geografica,tipo_zona,monto_solicitado,plazo,periodo,sector_economico,ingreso_mensual_bruto,costo_inversion,ingreso_mensual_neto,ingreso_adicional,ingreso_terceros,ingreso_total,gasto_basico,gastos_operativos,gastos_financieros,gasto_total,deuda_total_financiera,puntaje_experian,capacidad_pago_porcentaje,aprobado
SOL-000501,68,F,conviviente,Familiar,3,Sierra,Periurbano,4910,75,Diario,Comercio,4724,40,2834.4,542,253,3629.4,740,169,551,1460,9918,613,59.77,0
SOL-000502,20,M,soltero,Alquilada,1,Costa,Urbano,6710,90,Diario,Servicios,7021,30,4914.7,1793,288,6995.7,550,187,208,945,1456,723,86.49,1
SOL-000503,63,M,conviviente,Familiar,6,Costa,Urbano,2662,4,Mensual,Produccion,3783,75,945.75,795,228,1968.75,1440,68,59,1567,1593,748,20.41,0
SOL-000504,21,M,soltero,Propia,1,Selva,Urbano,401,11,Quincenal,Comercio,6118,78,1345.96,663,5,2013.96,490,110,88,688,264,686,65.84,1
SOL-000505,49,M,divorciado,Propia,4,Selva,Periurbano,12183,69,Diario,Produccion,6267,30,4386.9,853,126,5365.9,920,256,713,1889,5704,687,64.8,0
SOL-000506,52,F,viudo,Alquilada,1,Sierra,Periurbano,420,8,Semanal,Comercio,2362,10,2125.8,657,341,3123.8,450,64,192,706,4224,654,77.4,0
SOL-000507,61,M,casado,Familiar,2,Selva,Periurbano,2031,20,Quincenal,Produccion,3592,75,898,299,15,1212,580,50,29,659,290,965,45.63,1
SOL-000508,54,M,soltero,Alquilada,1,Selva,Urbano,2561,4,Mensual,Produccion,3687,73,995.49,738,38,1771.49,490,68,31,589,31,866,66.75,1
SOL-000509,62,M,soltero,Alquilada,1,Costa,Rural,6524,10,Quincenal,Produccion,6955,62,2642.9,1403,28,4073.9,430,93,4,527,8,930,87.06,1
SOL-000510,21,M,soltero,Familiar,1,Costa,Periurbano,4292,6,Semanal,Servicios,6230,67,2055.9,121,615,2791.9,480,104,134,718,536,689,74.28,1
SOL-000511,68,F,conviviente,Propia,2,Costa,Periurbano,6641,12,Mensual,Transporte,8602,50,4301,2399,1492,8192,630,338,84,1052,420,933,87.16,1
SOL-000512,34,F,casado,Propia,5,Selva,Rural,391,41,Semanal,Produccion,9755,85,1463.25,767,126,2356.25,840,90,172,1102,4128,612,53.23,0
SOL-000513,36,M,soltero,Alquilada,1,Costa,Urbano,560,18,Semanal,Transporte,1576,65,551.6,7,223,781.6,550,50,35,635,105,779,18.76,0
SOL-000514,39,F,conviviente,Propia,5,Selva,Rural,3623,10,Mensual,Transporte,6660,63,2464.2,351,509,3324.2,840,150,64,1054,384,726,68.29,1
SOL-000515,26,F,conviviente,Propia,3,Selva,Periurbano,2823,9,Mensual,Transporte,8547,58,3589.74,2266,611,6466.74,740,236,298,1274,2980,883,80.3,1
SOL-000516,30,M,soltero,Familiar,1,Costa,Periurbano,4755,9,Mensual,Comercio,3369,40,2021.4,56,365,2442.4,480,151,64,695,1344,919,71.54,1
SOL-000517,37,F,soltero,Alquilada,1,Sierra,Rural,950,17,Semanal,Transporte,4818,64,1734.48,1413,306,3453.48,390,145,210,745,1680,981,78.43,1
SOL-000518,53,M,viudo,Propia,2,Costa,Rural,2233,16,Semanal,Servicios,2262,65,791.7,44,241,1076.7,560,77,150,787,2700,502,26.91,0
SOL-000519,57,F,divorciado,Propia,1,Selva,Rural,4020,27,Semanal,Produccion,5703,55,2566.35,688,156,3410.35,350,179,330,859,9900,613,74.81,0
SOL-000520,53,M,casado,Propia,2,Selva,Urbano,6848,18,Quincenal,Produccion,7538,55,3392.1,1746,71,5209.1,640,210,155,1005,1550,815,80.71,1
SOL-000521,62,M,divorciado,Familiar,4,Costa,Periurbano,3046,34,Semanal,Produccion,8511,25,6383.25,719,1238,8340.25,960,145,1239,2344,8673,939,71.9,0
SOL-000522,63,M,viudo,Alquilada,6,Sierra,Periurbano,585,4,Quincenal,Produccion,8194,75,2048.5,1299,1477,4824.5,1210,196,135,1541,2430,776,68.06,1
SOL-000523,64,F,divorciado,Propia,4,Sierra,Periurbano,3782,2,Quincenal,Transporte,5392,70,1617.6,166,515,2298.6,890,84,322,1296,2898,889,43.62,0
SOL-000524,32,F,viudo,Familiar,1,Costa,Periurbano,5586,8,Mensual,Servicios,7201,52,3456.48,862,1097,5415.48,480,258,70,808,140,657,85.08,1
SOL-000525,43,F,divorciado,Familiar,5,Costa,Rural,1254,5,Mensual,Servicios,1583,65,554.05,39,143,736.05,1000,52,18,1070,486,989,-45.37,0
SOL-000526,68,F,soltero,Propia,1,Selva,Periurbano,907,4,Semanal,Comercio,4827,77,1110.21,255,381,1746.21,430,68,208,706,2912,611,59.57,0
SOL-000527,34,F,conviviente,Alquilada,1,Selva,Rural,2468,12,Mensual,Produccion,6954,63,2572.98,1889,224,4685.98,350,148,189,687,756,930,85.34,1
SOL-000528,29,M,viudo,Alquilada,6,Sierra,Periurbano,948,68,Diario,Servicios,3518,72,985.04,2,105,1092.04,1210,80,74,1364,888,909,-24.9,0
SOL-000529,66,F,conviviente,Familiar,6,Selva,Periurbano,905,6,Quincenal,Transporte,1065,71,308.85,276,198,782.85,1240,38,21,1299,693,641,-65.93,0
SOL-000530,43,F,viudo,Propia,5,Costa,Rural,3107,24,Quincenal,Servicios,9619,38,5963.78,2521,944,9428.78,1000,331,79,1410,158,655,85.05,1
SOL-000531,27,F,casado,Familiar,6,Costa,Rural,3993,47,Diario,Transporte,4608,54,2119.68,353,490,2962.68,1150,91,116,1357,580,833,54.2,1
SOL-000532,22,M,conviviente,Alquilada,1,Costa,Rural,592,50,Semanal,Transporte,4497,71,1304.13,859,451,2614.13,430,74,43,547,172,868,79.08,1
SOL-000533,40,F,viudo,Propia,1,Selva,Periurbano,1420,46,Semanal,Transporte,2037,73,549.99,303,394,1246.99,430,50,39,519,468,876,58.38,1
SOL-000534,62,M,casado,Familiar,2,Selva,Urbano,1774,5,Mensual,Servicios,9361,30,6552.7,1871,743,9166.7,640,126,312,1078,1872,664,88.24,1
SOL-000535,46,M,casado,Familiar,2,Costa,Periurbano,1711,110,Diario,Servicios,2311,52,1109.28,67,343,1519.28,630,110,38,778,380,662,48.79,1
SOL-000536,19,F,soltero,Alquilada,1,Costa,Periurbano,971,10,Quincenal,Comercio,3552,60,1420.8,695,401,2516.8,480,93,46,619,690,828,75.41,1
SOL-000537,66,F,viudo,Propia,6,Selva,Urbano,1362,113,Diario,Comercio,7356,55,3310.2,2084,1267,6661.2,1330,91,347,1768,7287,604,73.46,0
SOL-000538,54,F,soltero,Familiar,1,Costa,Rural,2577,48,Semanal,Produccion,8660,50,4330,745,1313,6388,430,290,701,1421,2804,928,77.76,1
SOL-000539,57,M,viudo,Alquilada,6,Costa,Urbano,747,15,Semanal,Servicios,2375,55,1068.75,456,413,1937.75,1440,68,87,1595,348,793,17.69,0
SOL-000540,20,F,soltero,Familiar,1,Costa,Rural,2732,16,Quincenal,Produccion,5210,74,1354.6,726,612,2692.6,430,84,13,527,312,698,80.43,1
SOL-000541,45,F,soltero,Propia,1,Selva,Periurbano,1524,52,Diario,Produccion,2421,70,726.3,165,470,1361.3,430,66,21,517,63,697,62.02,1
SOL-000542,48,F,soltero,Alquilada,1,Selva,Periurbano,2983,4,Semanal,Transporte,5327,73,1438.29,1115,696,3249.29,430,71,253,754,6831,341,76.79,0
SOL-000543,26,F,viudo,Propia,4,Selva,Rural,1729,18,Quincenal,Comercio,1161,40,696.6,41,64,801.6,710,54,4,768,72,774,4.19,0
SOL-000544,50,M,viudo,Alquilada,3,Sierra,Rural,7123,9,Semanal,Transporte,3993,40,2395.8,895,140,3430.8,630,203,38,871,76,807,74.61,1
SOL-000545,64,F,conviviente,Familiar,1,Selva,Periurbano,1670,116,Diario,Servicios,4388,63,1623.56,596,51,2270.56,430,107,296,833,5328,578,63.31,0
SOL-000546,33,M,soltero,Alquilada,1,Selva,Urbano,1525,15,Quincenal,Comercio,2037,66,692.58,524,378,1594.58,490,55,5,550,165,921,65.51,1
SOL-000547,49,F,conviviente,Propia,1,Costa,Periurbano,348,25,Semanal,Comercio,1019,75,254.75,11,71,336.75,480,38,11,529,165,837,-57.09,0
SOL-000548,55,M,casado,Familiar,2,Costa,Urbano,9305,18,Quincenal,Transporte,6145,40,3687,1680,424,5791,710,322,657,1689,9198,592,70.83,0
SOL-000549,53,M,divorciado,Propia,1,Selva,Rural,4936,57,Diario,Produccion,7872,70,2361.6,1760,335,4456.6,350,149,413,912,2478,673,79.54,1
SOL-000550,18,M,soltero,Propia,1,Selva,Periurbano,675,24,Quincenal,Transporte,2514,68,804.48,250,443,1497.48,430,53,147,630,735,910,57.93,1
SOL-000551,37,M,viudo,Propia,3,Sierra,Rural,3651,5,Mensual,Transporte,2880,53,1353.6,673,536,2562.6,630,133,238,1001,5712,482,60.94,0
SOL-000552,21,F,soltero,Alquilada,1,Sierra,Rural,954,106,Diario,Servicios,8290,73,2238.3,68,492,2798.3,390,138,404,932,808,780,66.69,1
SOL-000553,60,F,soltero,Propia,1,Selva,Periurbano,1828,119,Diario,Produccion,1928,50,964,255,146,1365,430,55,190,675,5130,334,50.55,0
SOL-000554,32,M,soltero,Alquilada,1,Selva,Periurbano,3161,9,Mensual,Transporte,6183,61,2411.37,376,977,3764.37,430,94,355,879,7100,571,76.65,0
SOL-000555,50,F,casado,Alquilada,3,Costa,Rural,4513,4,Quincenal,Servicios,5373,68,1719.36,1022,473,3214.36,700,121,331,1152,993,979,64.16,1
SOL-000556,46,M,soltero,Propia,1,Sierra,Periurbano,1077,7,Mensual,Transporte,2402,74,624.52,66,240,930.52,450,55,3,508,6,788,45.41,1
SOL-000557,67,M,soltero,Alquilada,1,Costa,Rural,3645,12,Mensual,Comercio,5981,32,4067.08,922,1015,6004.08,430,320,347,1097,2082,990,81.73,1
SOL-000558,70,M,viudo,Propia,3,Sierra,Periurbano,2065,108,Diario,Produccion,3422,63,1266.14,945,66,2277.14,740,89,169,998,2028,829,56.17,0
SOL-000559,27,F,soltero,Familiar,1,Costa,Rural,3058,55,Diario,Transporte,7929,74,2061.54,236,856,3153.54,430,127,136,693,272,835,78.02,1
SOL-000560,28,F,soltero,Propia,1,Sierra,Urbano,1289,24,Quincenal,Servicios,2334,71,676.86,573,49,1298.86,520,51,123,694,861,894,46.57,1
SOL-000561,60,M,divorciado,Propia,4,Selva,Periurbano,2203,20,Quincenal,Transporte,7968,47,4223.04,396,267,4886.04,920,409,738,2067,11070,552,57.7,0
SOL-000562,28,M,soltero,Alquilada,1,Selva,Periurbano,1188,10,Quincenal,Comercio,8521,67,2811.93,615,857,4283.93,430,99,306,835,2448,865,80.51,1
SOL-000563,48,M,conviviente,Familiar,6,Selva,Periurbano,4113,20,Quincenal,Produccion,8283,58,3478.86,1558,1134,6170.86,1240,63,656,1959,7872,624,68.25,0
SOL-000564,18,M,soltero,Propia,1,Sierra,Rural,1196,67,Diario,Transporte,2109,63,780.33,69,44,893.33,390,67,119,576,1428,869,35.52,0
SOL-000565,56,F,viudo,Propia,2,Costa,Urbano,1045,59,Diario,Comercio,1449,68,463.68,219,154,836.68,710,49,77,836,1617,649,0.08,0
SOL-000566,19,F,soltero,Familiar,1,Sierra,Rural,6277,20,Quincenal,Servicios,8758,41,5167.22,1081,1344,7592.22,390,509,714,1613,25704,367,78.75,0
SOL-000567,24,M,soltero,Alquilada,1,Costa,Periurbano,708,36,Semanal,Servicios,1514,67,499.62,429,225,1153.62,480,49,98,627,1764,643,45.65,0
SOL-000568,57,M,soltero,Alquilada,1,Costa,Urbano,5888,18,Quincenal,Servicios,4497,54,2068.62,670,6,2744.62,550,163,248,961,2232,724,64.99,0
SOL-000569,21,F,soltero,Alquilada,1,Selva,Periurbano,6499,73,Diario,Servicios,5671,60,2268.4,335,575,3178.4,430,76,46,552,690,762,82.63,1
SOL-000570,70,M,conviviente,Propia,3,Sierra,Periurbano,386,76,Diario,Servicios,4326,70,1297.8,58,264,1619.8,740,83,91,914,1638,895,43.57,0
SOL-000571,50,M,conviviente,Propia,1,Sierra,Rural,13504,32,Diario,Servicios,8728,34,5760.48,2364,204,8328.48,390,567,783,1740,17226,620,79.11,0
SOL-000572,62,F,divorciado,Familiar,2,Costa,Urbano,3473,81,Diario,Comercio,2305,38,1429.1,498,265,2192.1,710,139,281,1130,843,728,48.45,1
SOL-000573,32,M,soltero,Propia,1,Costa,Rural,775,6,Quincenal,Comercio,2783,63,1029.71,76,432,1537.71,430,99,115,644,230,671,58.12,1
SOL-000574,28,M,soltero,Propia,1,Costa,Periurbano,2229,20,Quincenal,Produccion,3968,65,1388.8,520,160,2068.8,480,52,268,800,536,760,61.33,1
SOL-000575,50,F,casado,Alquilada,2,Sierra,Periurbano,2788,102,Diario,Transporte,7207,72,2017.96,254,807,3078.96,590,96,11,697,77,944,77.36,1
SOL-000576,43,M,casado,Alquilada,1,Costa,Urbano,5647,20,Quincenal,Comercio,5627,61,2194.53,319,1055,3568.53,550,210,106,866,424,886,75.73,1
SOL-000577,26,M,divorciado,Propia,5,Costa,Periurbano,1325,4,Mensual,Comercio,1037,20,829.6,64,188,1081.6,1130,74,68,1272,68,991,-17.6,0
SOL-000578,29,F,viudo,Alquilada,3,Selva,Periurbano,8363,36,Diario,Transporte,8013,40,4807.8,1451,197,6455.8,740,387,249,1376,2988,738,78.69,1
SOL-000579,58,M,divorciado,Propia,3,Costa,Periurbano,6867,17,Semanal,Produccion,8999,66,3059.66,2522,544,6125.66,790,88,131,1009,393,746,83.53,1
SOL-000580,21,F,soltero,Familiar,1,Selva,Urbano,1608,14,Quincenal,Transporte,6291,70,1887.3,1340,1193,4420.3,490,61,228,779,456,802,82.38,1
SOL-000581,51,F,soltero,Familiar,1,Selva,Rural,14775,21,Quincenal,Servicios,6361,18,5216.02,1103,890,7209.02,350,187,105,642,1260,758,91.09,1
SOL-000582,56,F,soltero,Alquilada,1,Sierra,Periurbano,871,22,Semanal,Servicios,2605,72,729.4,362,424,1515.4,450,59,42,551,378,846,63.64,1
SOL-000583,67,F,soltero,Propia,1,Sierra,Urbano,7451,13,Semanal,Produccion,7434,15,6318.9,1997,1048,9363.9,520,88,176,784,1584,917,91.63,1
SOL-000584,51,M,soltero,Alquilada,1,Selva,Rural,1373,92,Diario,Servicios,1759,68,562.88,267,153,982.88,350,52,106,508,1908,511,48.32,0
SOL-000585,33,F,divorciado,Familiar,1,Selva,Periurbano,3559,72,Diario,Servicios,5441,63,2013.17,92,711,2816.17,430,82,72,584,288,974,79.26,1
SOL-000586,61,M,divorciado,Familiar,5,Selva,Urbano,3965,5,Mensual,Transporte,4804,67,1585.32,1146,582,3313.32,1160,62,158,1380,1896,688,58.35,1
SOL-000587,54,M,divorciado,Propia,5,Costa,Rural,2184,12,Semanal,Produccion,4215,76,1011.6,160,335,1506.6,1000,97,128,1225,1536,931,18.69,0
SOL-000588,66,M,casado,Alquilada,6,Selva,Rural,3782,15,Quincenal,Servicios,4183,65,1464.05,914,4,2382.05,970,92,128,1190,1280,680,50.04,1
SOL-000589,22,F,divorciado,Familiar,1,Sierra,Periurbano,5763,40,Semanal,Produccion,7410,72,2074.8,1290,1006,4370.8,450,167,136,753,3672,758,82.77,0
SOL-000590,64,M,casado,Propia,1,Selva,Periurbano,2223,4,Mensual,Transporte,5044,73,1361.88,1088,456,2905.88,430,94,232,756,1392,827,73.98,1
SOL-000591,52,F,viudo,Propia,2,Costa,Urbano,4254,14,Quincenal,Produccion,5266,73,1421.82,1069,419,2909.82,710,78,123,911,4059,546,68.69,0
SOL-000592,45,M,soltero,Alquilada,1,Costa,Periurbano,732,12,Quincenal,Transporte,3067,70,920.1,476,369,1765.1,480,88,35,603,420,865,65.84,1
SOL-000593,54,M,casado,Familiar,2,Costa,Urbano,11960,86,Diario,Servicios,5169,15,4393.65,199,310,4902.65,710,223,319,1252,1595,741,74.46,1
SOL-000594,46,M,conviviente,Propia,5,Costa,Periurbano,6543,11,Mensual,Transporte,3982,18,3265.24,410,284,3959.24,1130,285,106,1521,1590,767,61.58,1
SOL-000595,54,M,conviviente,Propia,4,Costa,Periurbano,392,22,Quincenal,Comercio,2739,35,1780.35,728,379,2887.35,960,73,0,1033,0,838,64.22,1
SOL-000596,20,M,soltero,Alquilada,1,Costa,Periurbano,1265,23,Quincenal,Transporte,9430,61,3677.7,2469,942,7088.7,480,290,137,907,1370,710,87.2,1
SOL-000597,48,M,conviviente,Familiar,2,Sierra,Periurbano,1440,12,Mensual,Produccion,4238,18,3475.16,1083,703,5261.16,590,277,622,1489,4976,979,71.7,0
SOL-000598,23,F,soltero,Familiar,1,Selva,Urbano,1332,36,Semanal,Transporte,3526,42,2045.08,1057,552,3654.08,490,68,369,927,4428,634,74.63,0
SOL-000599,42,M,soltero,Alquilada,1,Costa,Rural,375,3,Mensual,Produccion,3549,74,922.74,893,597,2412.74,430,66,24,520,288,921,78.45,1
SOL-000600,63,M,conviviente,Alquilada,1,Costa,Rural,637,6,Mensual,Produccion,1025,74,266.5,171,40,477.5,430,45,6,481,18,692,-0.73,0
SOL-000601,65,F,viudo,Alquilada,1,Selva,Rural,1269,12,Semanal,Servicios,3791,66,1288.94,555,487,2330.94,350,62,95,507,285,805,78.25,1
SOL-000602,64,M,viudo,Propia,2,Costa,Rural,3392,15,Quincenal,Transporte,4642,65,1624.7,561,178,2363.7,560,153,67,780,536,846,67,1
SOL-000603,34,F,conviviente,Familiar,2,Costa,Urbano,6302,21,Semanal,Produccion,9353,63,3460.61,1785,636,5881.61,710,218,366,1294,2928,925,78,1
SOL-000604,25,M,casado,Propia,4,Sierra,Periurbano,1108,16,Quincenal,Servicios,2537,70,761.1,309,298,1368.1,890,65,105,1060,945,854,22.52,0
SOL-000605,58,M,divorciado,Alquilada,3,Sierra,Periurbano,1157,68,Diario,Transporte,7539,60,3015.6,1279,652,4946.6,740,290,372,1402,372,771,71.66,1
SOL-000606,40,F,divorciado,Familiar,3,Costa,Periurbano,2637,40,Diario,Transporte,1999,50,999.5,242,131,1372.5,790,79,9,878,162,832,36.03,1
SOL-000607,70,F,soltero,Propia,1,Selva,Periurbano,4887,52,Semanal,Transporte,4325,53,2032.75,19,30,2081.75,430,67,28,525,672,858,74.78,1
SOL-000608,34,M,casado,Propia,1,Selva,Periurbano,3778,5,Mensual,Produccion,2254,35,1465.1,402,113,1980.1,430,99,204,733,1020,733,62.98,1
SOL-000609,37,F,divorciado,Familiar,1,Selva,Periurbano,2263,12,Mensual,Servicios,2584,68,826.88,736,260,1822.88,430,54,156,640,1872,619,64.89,0
SOL-000610,24,F,casado,Propia,6,Sierra,Periurbano,8956,37,Semanal,Transporte,7757,34,5119.62,1405,311,6835.62,1210,289,769,2268,4614,856,66.82,1
SOL-000611,22,F,conviviente,Propia,4,Costa,Urbano,2450,3,Mensual,Servicios,8809,75,2202.25,1190,299,3691.25,1070,193,377,1640,8294,533,55.57,0
SOL-000612,38,F,conviviente,Alquilada,5,Costa,Rural,9345,75,Diario,Produccion,7054,40,4232.4,734,950,5916.4,1000,387,332,1719,1328,952,70.95,1
SOL-000613,52,M,viudo,Familiar,4,Sierra,Periurbano,1073,77,Diario,Servicios,1283,57,551.69,59,124,734.69,890,50,96,1036,480,793,-41.01,0
SOL-000614,58,F,conviviente,Alquilada,1,Selva,Periurbano,4227,19,Semanal,Servicios,4337,50,2168.5,587,221,2976.5,430,212,137,779,137,660,73.83,1
SOL-000615,66,F,conviviente,Alquilada,4,Costa,Periurbano,381,20,Semanal,Produccion,3975,74,1033.5,819,149,2001.5,960,98,51,1109,306,709,44.59,1
SOL-000616,67,F,conviviente,Alquilada,4,Sierra,Rural,5524,6,Mensual,Servicios,5152,63,1906.24,1247,854,4007.24,750,130,243,1123,2430,731,71.98,1
SOL-000617,28,F,soltero,Alquilada,1,Costa,Urbano,495,14,Quincenal,Servicios,7733,70,2319.9,642,432,3393.9,550,186,28,764,924,656,77.49,1
SOL-000618,35,M,viudo,Alquilada,6,Costa,Urbano,827,8,Semanal,Comercio,1388,75,347,277,157,781,1440,41,25,1506,225,816,-92.83,0
SOL-000619,68,F,soltero,Familiar,1,Selva,Urbano,1214,86,Diario,Produccion,2568,73,693.36,670,32,1395.36,490,68,52,610,312,862,56.28,1
SOL-000620,36,M,conviviente,Familiar,5,Sierra,Urbano,1628,8,Mensual,Servicios,4491,18,3682.62,124,383,4189.62,1180,161,690,2031,6900,847,51.52,0
SOL-000621,20,F,soltero,Familiar,1,Selva,Rural,4047,7,Quincenal,Comercio,9107,60,3642.8,1364,331,5337.8,350,264,397,1011,4764,701,81.06,0
SOL-000622,35,M,conviviente,Familiar,3,Costa,Urbano,1836,17,Quincenal,Comercio,5524,73,1491.48,822,726,3039.48,890,139,79,1108,237,657,63.55,1
SOL-000623,46,M,conviviente,Familiar,2,Sierra,Rural,628,22,Semanal,Transporte,1377,75,344.25,395,66,805.25,520,43,26,589,52,913,26.86,1
SOL-000624,22,F,divorciado,Alquilada,2,Sierra,Periurbano,1186,6,Mensual,Servicios,6777,70,2033.1,1348,238,3619.1,590,191,156,937,1560,720,74.11,1
SOL-000625,23,F,divorciado,Alquilada,6,Selva,Rural,1982,15,Quincenal,Comercio,9175,78,2018.5,2155,1785,5958.5,970,107,31,1108,310,925,81.4,1
SOL-000626,33,F,conviviente,Propia,5,Selva,Periurbano,5167,36,Semanal,Transporte,4948,15,4205.8,510,176,4891.8,1080,111,807,1998,807,948,59.16,1
SOL-000627,39,M,soltero,Alquilada,1,Selva,Rural,545,21,Quincenal,Servicios,3586,78,788.92,713,24,1525.92,350,60,134,544,1608,508,64.35,0
SOL-000628,65,F,conviviente,Propia,2,Selva,Urbano,7372,9,Mensual,Servicios,8462,42,4907.96,1765,1638,8310.96,640,288,359,1287,7180,730,84.51,0
SOL-000629,43,M,viudo,Alquilada,4,Selva,Periurbano,650,21,Quincenal,Transporte,2912,67,960.96,42,229,1231.96,920,93,19,1032,114,751,16.23,0
SOL-000630,59,M,viudo,Propia,1,Costa,Urbano,1546,7,Mensual,Transporte,7613,75,1903.25,1445,218,3566.25,550,74,298,922,1192,856,74.15,1
SOL-000631,43,M,casado,Propia,6,Selva,Urbano,809,79,Diario,Transporte,1290,73,348.3,328,80,756.3,1330,35,58,1423,290,987,-88.15,0
SOL-000632,34,F,viudo,Familiar,1,Selva,Periurbano,394,29,Semanal,Servicios,6040,74,1570.4,1156,516,3242.4,430,93,45,568,990,801,82.48,1
SOL-000633,48,F,conviviente,Propia,1,Costa,Rural,364,72,Diario,Servicios,1020,52,489.6,129,13,631.6,430,50,82,562,2214,332,11.02,0
SOL-000634,44,F,viudo,Alquilada,1,Selva,Rural,576,8,Mensual,Transporte,3084,58,1295.28,841,412,2548.28,350,78,206,634,412,809,75.12,1
SOL-000635,22,F,divorciado,Alquilada,3,Sierra,Periurbano,638,93,Diario,Servicios,1508,41,889.72,158,188,1235.72,740,56,130,926,2730,552,25.06,0
SOL-000636,62,M,soltero,Propia,1,Sierra,Urbano,5429,112,Diario,Transporte,7482,41,4414.38,1798,1469,7681.38,520,100,204,824,408,916,89.27,1
SOL-000637,39,M,viudo,Familiar,3,Selva,Rural,1823,10,Semanal,Produccion,9676,63,3580.12,1128,529,5237.12,590,174,290,1054,4640,751,79.87,0
SOL-000638,63,M,divorciado,Alquilada,5,Costa,Periurbano,3904,7,Semanal,Servicios,5182,68,1658.24,718,142,2518.24,1130,115,50,1295,400,965,48.58,1
SOL-000639,42,M,divorciado,Propia,5,Sierra,Urbano,6367,17,Quincenal,Servicios,4393,40,2635.8,837,531,4003.8,1180,222,310,1712,8370,509,57.24,0
SOL-000640,41,M,divorciado,Familiar,3,Costa,Rural,526,109,Diario,Produccion,6035,70,1810.5,285,830,2925.5,700,59,160,919,960,885,68.59,1
SOL-000641,40,F,divorciado,Familiar,4,Selva,Rural,482,6,Mensual,Transporte,4066,71,1179.14,813,236,2228.14,710,94,20,824,220,833,63.02,1
SOL-000642,35,M,conviviente,Familiar,4,Costa,Periurbano,1450,64,Diario,Servicios,2000,73,540,170,160,870,960,50,37,1047,148,779,-20.34,0
SOL-000643,21,F,soltero,Alquilada,1,Sierra,Periurbano,343,18,Quincenal,Servicios,1463,52,702.24,356,143,1201.24,450,50,96,596,384,916,50.38,1
SOL-000644,22,M,soltero,Familiar,1,Sierra,Periurbano,1796,36,Semanal,Produccion,2668,70,800.4,606,413,1819.4,450,62,135,647,270,868,64.44,1
SOL-000645,27,F,divorciado,Familiar,6,Sierra,Periurbano,6064,20,Quincenal,Produccion,7041,71,2041.89,1810,1289,5140.89,1210,53,140,1403,2800,684,72.71,1
SOL-000646,31,F,conviviente,Propia,2,Costa,Periurbano,19827,38,Semanal,Transporte,9752,22,7606.56,795,886,9287.56,630,702,640,1972,7680,715,78.77,0
SOL-000647,58,F,soltero,Propia,1,Costa,Rural,4043,92,Diario,Transporte,4166,60,1666.4,154,424,2244.4,430,93,285,808,6270,571,64,0
SOL-000648,36,M,viudo,Alquilada,1,Sierra,Rural,4790,111,Diario,Comercio,7380,77,1697.4,1215,934,3846.4,390,62,40,492,480,945,87.21,1
SOL-000649,21,M,soltero,Propia,1,Costa,Rural,9215,111,Diario,Comercio,8594,63,3179.78,1180,1071,5430.78,430,97,27,554,81,752,89.8,1
SOL-000650,70,M,soltero,Alquilada,1,Selva,Periurbano,2366,73,Diario,Produccion,5222,66,1775.48,1143,85,3003.48,430,59,161,650,2576,713,78.36,0
SOL-000651,48,M,soltero,Propia,1,Costa,Rural,1309,83,Diario,Comercio,1047,57,450.21,307,10,767.21,430,45,44,519,484,970,32.35,1
SOL-000652,38,M,conviviente,Propia,6,Selva,Rural,1065,7,Quincenal,Servicios,2577,71,747.33,338,190,1275.33,970,51,19,1040,57,953,18.45,0
SOL-000653,47,M,viudo,Alquilada,6,Sierra,Rural,728,10,Mensual,Servicios,5928,76,1422.72,16,323,1761.72,1020,76,248,1344,248,744,23.71,0
SOL-000654,23,F,soltero,Familiar,1,Sierra,Periurbano,1602,5,Semanal,Transporte,9154,69,2837.74,2436,1634,6907.74,450,136,218,804,5886,524,88.36,0
SOL-000655,68,F,soltero,Propia,1,Sierra,Urbano,4611,16,Quincenal,Servicios,4406,56,1938.64,832,326,3096.64,520,136,139,795,1112,809,74.33,1
SOL-000656,66,F,viudo,Propia,2,Costa,Rural,2151,42,Semanal,Produccion,2441,65,854.35,4,73,931.35,560,52,8,620,144,833,33.43,1
SOL-000657,19,F,soltero,Propia,1,Sierra,Rural,681,5,Mensual,Servicios,4943,10,4448.7,736,192,5376.7,390,321,179,890,3222,655,83.45,1
SOL-000658,32,M,soltero,Alquilada,1,Costa,Urbano,3601,14,Semanal,Servicios,6121,54,2815.66,1369,485,4669.66,550,268,10,828,110,679,82.27,1
SOL-000659,20,M,soltero,Alquilada,1,Selva,Rural,2101,52,Diario,Transporte,1086,18,890.52,220,215,1325.52,350,53,87,490,174,906,63.03,1
SOL-000660,32,F,viudo,Propia,6,Selva,Periurbano,4725,4,Mensual,Comercio,9652,65,3378.2,2426,1132,6936.2,1240,158,528,1926,11088,533,72.23,0
SOL-000661,51,F,viudo,Familiar,6,Selva,Periurbano,1689,2,Quincenal,Transporte,2764,58,1160.88,817,201,2178.88,1240,82,131,1453,3537,576,33.31,0
SOL-000662,43,F,viudo,Propia,4,Costa,Rural,3735,6,Mensual,Servicios,6823,70,2046.9,1319,651,4016.9,840,193,2,1035,54,993,74.23,1
SOL-000663,48,F,soltero,Propia,1,Sierra,Rural,1140,47,Semanal,Transporte,1474,73,397.98,391,84,872.98,390,49,30,469,120,773,46.28,1
