ID,edad,genero,estado_civil,tipo_vivienda,integrantes,zona_geografica,tipo_zona,monto_solicitado,plazo,periodo,sector_economico,ingreso_mensual_bruto,costo_inversion,ingreso_mensual_neto,ingreso_adicional,ingreso_terceros,ingreso_total,gasto_basico,gastos_operativos,gastos_financieros,gasto_total,puntaje_experian,aprobado
SOL-002084,56,F,soltero,Alquilada,1,Costa,Rural,7792,3,Mensual,Servicios,8943,55,4024.35,141,1009,5174.35,430,365,452,1247,679,0
SOL-002085,52,F,divorciado,Propia,6,Costa,Periurbano,1487,48,Semanal,Comercio,9181,77,2111.63,990,1774,4875.63,1300,98,163,1561,922,1
SOL-002086,54,F,soltero,Propia,1,Selva,Urbano,399,5,Semanal,Transporte,2142,65,749.7,100,408,1257.7,490,58,54,602,964,1
SOL-002087,57,M,conviviente,Familiar,1,Costa,Rural,716,7,Mensual,Servicios,9831,73,2654.37,1808,1445,5907.37,430,185,259,874,972,1
SOL-002088,40,M,casado,Familiar,4,Selva,Periurbano,6577,5,Quincenal,Produccion,8725,73,2355.75,491,488,3334.75,920,52,167,1139,662,0
SOL-002089,37,F,soltero,Alquilada,1,Sierra,Urbano,1237,68,Diario,Transporte,4383,70,1314.9,270,262,1846.9,520,120,85,725,943,1
SOL-002090,70,M,soltero,Familiar,1,Selva,Urbano,2571,52,Semanal,Servicios,9027,61,3520.53,2299,1055,6874.53,490,64,403,957,849,1
SOL-002091,61,F,divorciado,Familiar,2,Selva,Rural,17166,47,Diario,Comercio,9771,40,5862.6,1582,457,7901.6,470,242,431,1143,939,0
SOL-002092,67,F,casado,Familiar,2,Selva,Rural,1493,14,Quincenal,Transporte,2777,65,971.95,670,62,1703.95,470,55,190,715,826,1
SOL-002093,70,F,divorciado,Alquilada,4,Costa,Periurbano,6402,7,Mensual,Produccion,6242,65,2184.7,812,670,3666.7,960,142,175,1277,680,1
SOL-002094,52,M,soltero,Familiar,1,Sierra,Periurbano,868,87,Diario,Transporte,5814,67,1918.62,475,1035,3428.62,450,52,55,557,716,1
SOL-002095,61,M,casado,Alquilada,6,Sierra,Periurbano,1816,13,Semanal,Transporte,5012,69,1553.72,336,903,2792.72,1210,150,205,1565,807,0
SOL-002096,44,M,soltero,Alquilada,1,Sierra,Urbano,3702,40,Diario,Comercio,8257,65,2889.95,777,83,3749.95,520,100,396,1016,658,0
SOL-002097,40,F,viudo,Propia,3,Selva,Urbano,6422,46,Diario,Transporte,6568,42,3809.44,1952,98,5859.44,800,140,83,1023,873,0
SOL-002098,69,M,conviviente,Alquilada,1,Selva,Rural,4779,8,Mensual,Transporte,5071,66,1724.14,1182,908,3814.14,350,51,302,703,903,1
SOL-002099,33,F,casado,Alquilada,1,Costa,Rural,11711,35,Semanal,Transporte,8872,17,7363.76,1654,658,9675.76,430,644,667,1741,809,1
SOL-002100,49,F,casado,Alquilada,4,Selva,Rural,3203,99,Diario,Servicios,6753,72,1890.84,1323,670,3883.84,710,131,325,1166,878,1
SOL-002101,64,M,conviviente,Alquilada,1,Sierra,Urbano,858,15,Semanal,Transporte,2533,53,1190.51,39,468,1697.51,520,85,17,622,691,1
SOL-002102,41,M,soltero,Familiar,1,Sierra,Urbano,967,6,Mensual,Servicios,1250,65,437.5,132,192,761.5,520,44,64,628,997,0
SOL-002103,48,M,viudo,Propia,6,Costa,Rural,4729,11,Mensual,Produccion,9175,70,2752.5,1234,1530,5516.5,1150,260,368,1778,694,1
SOL-002104,63,M,soltero,Alquilada,1,Selva,Urbano,441,7,Quincenal,Transporte,7767,71,2252.43,756,1532,4540.43,490,54,271,815,823,1
SOL-002105,25,F,divorciado,Alquilada,2,Selva,Rural,747,13,Semanal,Transporte,5399,72,1511.72,435,1030,2976.72,470,92,57,619,778,1
SOL-002106,69,M,soltero,Familiar,1,Costa,Periurbano,4233,22,Semanal,Produccion,3618,61,1411.02,721,182,2314.02,480,62,231,773,840,0
SOL-002107,18,M,soltero,Alquilada,1,Costa,Periurbano,2111,11,Semanal,Servicios,1489,35,967.85,396,265,1628.85,480,62,35,577,862,0
SOL-002108,33,F,soltero,Familiar,1,Costa,Periurbano,460,5,Mensual,Servicios,1888,62,717.44,227,201,1145.44,480,58,4,542,842,1
SOL-002109,45,F,soltero,Propia,1,Sierra,Periurbano,3095,7,Mensual,Produccion,5298,59,2172.18,173,951,3296.18,450,141,201,792,703,1
SOL-002110,56,F,conviviente,Propia,2,Selva,Periurbano,4701,74,Diario,Produccion,8910,71,2583.9,1484,435,4502.9,580,118,249,947,943,0
SOL-002111,67,M,divorciado,Propia,3,Sierra,Urbano,4037,30,Semanal,Transporte,6401,73,1728.27,1825,554,4107.27,830,81,81,992,849,1
SOL-002112,21,F,soltero,Familiar,1,Sierra,Rural,8165,16,Semanal,Servicios,5939,53,2791.33,1056,779,4626.33,390,240,204,834,792,0
SOL-002113,18,M,soltero,Familiar,1,Costa,Periurbano,4047,5,Mensual,Servicios,4826,65,1689.1,537,372,2598.1,480,83,151,714,740,0
SOL-002114,48,F,viudo,Familiar,1,Sierra,Rural,2689,11,Mensual,Servicios,7720,65,2702,473,378,3553,390,213,227,830,755,1
SOL-002115,51,F,soltero,Familiar,1,Costa,Urbano,5029,13,Quincenal,Comercio,7042,68,2253.44,207,1213,3673.44,550,61,258,869,958,1
SOL-002116,59,F,conviviente,Alquilada,1,Selva,Urbano,4090,19,Semanal,Comercio,2822,51,1382.78,835,115,2332.78,490,120,267,877,846,0
SOL-002117,40,M,conviviente,Alquilada,1,Costa,Rural,1795,24,Quincenal,Comercio,4611,55,2074.95,978,752,3804.95,430,120,161,711,928,1
SOL-002118,32,M,viudo,Propia,6,Selva,Rural,5690,19,Semanal,Produccion,9379,69,2907.49,1154,334,4395.49,970,178,544,1692,751,0
SOL-002119,51,M,casado,Familiar,3,Costa,Periurbano,2046,43,Semanal,Produccion,2632,69,815.92,166,299,1280.92,790,77,23,890,697,0
SOL-002120,18,M,soltero,Familiar,1,Sierra,Periurbano,3527,25,Semanal,Produccion,8901,61,3471.39,1471,705,5647.39,450,165,377,992,773,1
SOL-002121,68,M,casado,Propia,2,Sierra,Urbano,16052,7,Mensual,Comercio,8666,18,7106.12,1461,532,9099.12,670,458,914,2042,843,0
SOL-002122,24,F,viudo,Familiar,1,Selva,Urbano,7452,32,Diario,Servicios,7315,52,3511.2,1907,767,6185.2,490,160,339,989,753,0
SOL-002123,50,M,divorciado,Familiar,4,Sierra,Urbano,2067,7,Mensual,Transporte,1581,55,711.45,0,65,776.45,1000,67,126,1193,954,0
SOL-002124,18,F,soltero,Propia,1,Costa,Rural,983,15,Semanal,Comercio,3201,74,832.26,190,379,1401.26,430,80,113,623,676,1
SOL-002125,32,M,casado,Propia,1,Costa,Urbano,351,7,Mensual,Comercio,1231,60,492.4,173,61,726.4,550,49,44,643,977,0
SOL-002126,20,F,soltero,Alquilada,1,Selva,Urbano,7462,7,Mensual,Transporte,7904,58,3319.68,1767,346,5432.68,490,246,25,761,873,1
SOL-002127,38,F,soltero,Alquilada,1,Selva,Rural,4369,7,Semanal,Comercio,5491,68,1757.12,1554,1045,4356.12,350,135,318,803,838,0
SOL-002128,66,M,conviviente,Alquilada,1,Costa,Urbano,656,10,Mensual,Produccion,5131,75,1282.75,1332,276,2890.75,550,110,73,733,898,1
SOL-002129,54,M,divorciado,Familiar,4,Costa,Periurbano,6318,26,Semanal,Comercio,5787,35,3761.55,435,489,4685.55,960,306,128,1394,765,1
SOL-002130,68,M,casado,Familiar,6,Selva,Periurbano,14188,48,Diario,Transporte,7685,30,5379.5,2036,1405,8820.5,1240,61,133,1434,791,0
SOL-002131,29,M,casado,Propia,3,Sierra,Periurbano,1418,61,Diario,Produccion,9083,65,3179.05,61,758,3998.05,740,177,271,1188,786,1
SOL-002132,19,F,soltero,Alquilada,1,Sierra,Periurbano,3878,11,Semanal,Transporte,7221,57,3105.03,1628,929,5662.03,450,280,326,1056,848,1
SOL-002133,44,M,casado,Propia,1,Sierra,Urbano,2146,20,Quincenal,Servicios,8092,60,3236.8,1757,591,5584.8,520,172,196,888,672,1
SOL-002134,33,F,divorciado,Alquilada,2,Costa,Rural,3858,10,Semanal,Comercio,9574,70,2872.2,1031,1265,5168.2,560,241,556,1357,712,0
SOL-002135,46,M,viudo,Alquilada,5,Sierra,Urbano,1588,59,Diario,Servicios,7291,55,3280.95,490,393,4163.95,1180,300,577,2057,973,1
SOL-002136,46,F,divorciado,Alquilada,6,Selva,Periurbano,5713,6,Quincenal,Produccion,2853,20,2282.4,697,28,3007.4,1240,221,57,1518,762,0
SOL-002137,30,M,casado,Propia,1,Costa,Periurbano,1726,29,Semanal,Transporte,2652,75,663,561,107,1331,480,61,10,551,985,1
SOL-002138,40,F,casado,Alquilada,2,Selva,Rural,577,19,Semanal,Produccion,8384,65,2934.4,323,460,3717.4,470,142,104,716,934,1
SOL-002139,62,F,soltero,Alquilada,1,Selva,Periurbano,3039,11,Semanal,Comercio,8739,71,2534.31,1397,592,4523.31,430,169,139,738,803,1
SOL-002140,70,F,soltero,Propia,1,Costa,Rural,1328,34,Semanal,Comercio,2616,75,654,87,110,851,430,63,25,518,928,0
SOL-002141,65,F,conviviente,Alquilada,3,Sierra,Rural,1916,120,Diario,Comercio,3064,71,888.56,792,547,2227.56,630,82,98,810,783,1
SOL-002142,69,F,viudo,Familiar,5,Costa,Periurbano,637,7,Semanal,Comercio,7987,73,2156.49,743,1060,3959.49,1130,195,369,1694,926,1
SOL-002143,70,F,casado,Familiar,5,Sierra,Urbano,1543,12,Mensual,Transporte,3702,53,1739.94,0,267,2006.94,1180,171,98,1449,681,0
SOL-002144,27,M,viudo,Alquilada,3,Costa,Periurbano,2401,5,Mensual,Transporte,8906,53,4185.82,1389,1511,7085.82,790,276,538,1604,770,1
SOL-002145,26,F,conviviente,Propia,4,Sierra,Rural,1413,15,Semanal,Comercio,3303,54,1519.38,816,506,2841.38,750,112,152,1014,720,1
SOL-002146,53,F,viudo,Familiar,6,Costa,Periurbano,5788,24,Semanal,Produccion,4471,50,2235.5,694,458,3387.5,1300,106,293,1699,824,0
SOL-002147,56,F,casado,Alquilada,5,Costa,Rural,2821,23,Semanal,Comercio,6268,74,1629.68,1708,755,4092.68,1000,81,285,1366,910,1
SOL-002148,40,F,conviviente,Alquilada,2,Costa,Rural,5874,47,Diario,Transporte,4637,35,3014.05,61,68,3143.05,560,127,77,764,916,0
SOL-002149,43,F,conviviente,Familiar,2,Costa,Rural,1868,49,Semanal,Servicios,7229,60,2891.6,1520,333,4744.6,560,206,367,1133,788,1
SOL-002150,32,F,divorciado,Alquilada,1,Sierra,Periurbano,733,44,Diario,Produccion,4346,73,1173.42,1183,460,2816.42,450,66,228,744,994,1
SOL-002151,49,F,soltero,Familiar,1,Selva,Rural,561,47,Diario,Produccion,3537,20,2829.6,516,293,3638.6,350,263,229,842,783,1
SOL-002152,27,M,soltero,Familiar,1,Costa,Urbano,1177,49,Diario,Comercio,4773,66,1622.82,677,606,2905.82,550,80,29,659,729,1
SOL-002153,33,M,divorciado,Alquilada,3,Costa,Urbano,4106,61,Diario,Produccion,5317,67,1754.61,1457,504,3715.61,890,107,103,1100,724,0
SOL-002154,20,M,soltero,Propia,1,Sierra,Urbano,749,6,Semanal,Comercio,4784,74,1243.84,306,754,2303.84,520,92,235,847,665,1
SOL-002155,26,M,soltero,Familiar,1,Sierra,Periurbano,12711,7,Semanal,Comercio,8436,40,5061.6,2050,99,7210.6,450,394,690,1534,768,0
SOL-002156,38,F,divorciado,Alquilada,5,Selva,Periurbano,740,71,Diario,Servicios,4732,70,1419.6,1325,7,2751.6,1080,138,169,1387,831,1
SOL-002157,26,F,conviviente,Alquilada,1,Costa,Urbano,1534,4,Mensual,Transporte,4384,64,1578.24,1104,485,3167.24,550,62,66,678,865,1
SOL-002158,46,F,casado,Familiar,2,Selva,Urbano,2158,56,Diario,Transporte,1806,42,1047.48,210,136,1393.48,640,82,108,830,668,0
SOL-002159,58,F,soltero,Familiar,1,Sierra,Periurbano,7715,13,Quincenal,Comercio,3309,18,2713.38,300,42,3055.38,450,265,15,730,848,0
SOL-002160,54,F,viudo,Familiar,6,Sierra,Periurbano,7655,4,Mensual,Servicios,9428,59,3865.48,55,594,4514.48,1210,129,187,1526,975,0
SOL-002161,20,M,soltero,Propia,1,Costa,Urbano,6072,6,Quincenal,Produccion,4287,42,2486.46,341,640,3467.46,550,140,216,906,851,0
SOL-002162,56,M,conviviente,Propia,2,Costa,Periurbano,3625,24,Semanal,Transporte,8565,67,2826.45,2294,776,5896.45,630,245,448,1323,920,1
SOL-002163,57,F,soltero,Propia,1,Selva,Rural,1658,9,Semanal,Produccion,3582,70,1074.6,114,662,1850.6,350,94,109,553,905,0
SOL-002164,51,M,conviviente,Alquilada,3,Selva,Rural,2716,36,Diario,Produccion,6635,60,2654,1589,1060,5303,590,123,156,869,797,0
SOL-002165,41,F,viudo,Alquilada,5,Sierra,Urbano,605,7,Mensual,Comercio,1213,65,424.55,310,109,843.55,1180,43,16,1239,841,0
SOL-002166,68,M,viudo,Propia,6,Costa,Periurbano,1057,11,Semanal,Comercio,5103,70,1530.9,1152,123,2805.9,1300,111,189,1600,783,1
SOL-002167,30,M,conviviente,Propia,6,Sierra,Periurbano,1520,23,Quincenal,Transporte,2106,74,547.56,402,300,1249.56,1210,54,28,1292,971,0
SOL-002168,50,M,soltero,Alquilada,1,Sierra,Rural,315,116,Diario,Produccion,4001,53,1880.47,22,224,2126.47,390,79,90,559,706,1
SOL-002169,61,F,viudo,Familiar,4,Costa,Rural,695,9,Mensual,Servicios,2862,70,858.6,490,278,1626.6,840,74,43,957,775,1
SOL-002170,51,M,soltero,Familiar,1,Selva,Rural,571,50,Diario,Servicios,1439,52,690.72,111,31,832.72,350,53,123,526,927,0
SOL-002171,57,F,viudo,Alquilada,4,Sierra,Rural,5241,45,Semanal,Comercio,5882,55,2646.9,757,1029,4432.9,750,238,78,1066,834,1
SOL-002172,33,M,divorciado,Alquilada,2,Costa,Rural,5401,3,Mensual,Produccion,8231,74,2140.06,426,1188,3754.06,560,54,254,868,777,0
SOL-002173,19,M,soltero,Propia,1,Costa,Urbano,1333,3,Mensual,Servicios,1802,52,864.96,430,267,1561.96,550,59,40,649,825,1
SOL-002174,35,F,conviviente,Propia,6,Costa,Periurbano,608,5,Mensual,Transporte,1379,70,413.7,347,218,978.7,1300,50,72,1422,822,0
SOL-002175,33,F,divorciado,Familiar,2,Costa,Periurbano,803,6,Quincenal,Transporte,1643,70,492.9,24,325,841.9,630,49,75,754,947,0
SOL-002176,56,M,divorciado,Familiar,4,Costa,Urbano,615,5,Mensual,Comercio,2908,65,1017.8,765,399,2181.8,1070,91,88,1249,911,1
SOL-002177,42,F,divorciado,Propia,6,Costa,Rural,1769,52,Semanal,Servicios,2394,63,885.78,628,240,1753.78,1150,85,143,1378,890,0
SOL-002178,46,M,conviviente,Familiar,2,Sierra,Rural,3958,48,Diario,Produccion,7823,54,3598.58,542,1277,5417.58,520,303,531,1354,998,0
SOL-002179,46,M,viudo,Propia,2,Selva,Urbano,2049,5,Mensual,Servicios,2129,63,787.73,558,404,1749.73,640,54,91,785,966,1
SOL-002180,32,M,conviviente,Alquilada,2,Selva,Urbano,6702,96,Diario,Transporte,6023,60,2409.2,582,36,3027.2,640,126,78,844,675,0
SOL-002181,57,M,divorciado,Alquilada,4,Sierra,Urbano,3463,5,Mensual,Servicios,4625,70,1387.5,913,44,2344.5,1000,100,263,1363,940,0
SOL-002182,25,M,viudo,Familiar,2,Selva,Periurbano,2345,47,Semanal,Comercio,5138,76,1233.12,1507,610,3350.12,580,52,57,689,837,1
SOL-002183,25,F,viudo,Familiar,3,Sierra,Periurbano,2288,24,Quincenal,Servicios,4200,66,1428,822,635,2885,740,72,161,973,889,1
SOL-002184,25,M,viudo,Alquilada,1,Sierra,Periurbano,1977,17,Semanal,Produccion,8431,66,2866.54,1759,214,4839.54,450,72,500,1022,755,1
SOL-002185,70,F,conviviente,Familiar,3,Selva,Urbano,1204,11,Mensual,Transporte,1979,76,474.96,473,219,1166.96,800,49,26,875,975,0
SOL-002186,37,M,viudo,Alquilada,6,Selva,Urbano,8882,22,Quincenal,Produccion,7131,57,3066.33,573,1188,4827.33,1330,148,279,1757,850,1
SOL-002187,38,F,viudo,Alquilada,4,Sierra,Rural,4830,17,Quincenal,Servicios,5858,69,1815.98,1415,1051,4281.98,750,72,203,1025,737,1
SOL-002188,63,M,viudo,Alquilada,3,Costa,Urbano,1730,7,Mensual,Transporte,2942,72,823.76,44,490,1357.76,890,63,62,1015,995,0
SOL-002189,22,M,divorciado,Alquilada,1,Selva,Urbano,337,13,Quincenal,Transporte,2417,72,676.76,203,337,1216.76,490,57,130,677,819,1
SOL-002190,38,M,soltero,Propia,1,Sierra,Periurbano,3741,41,Semanal,Produccion,9016,18,7393.12,1920,115,9428.12,450,341,1126,1917,743,1
SOL-002191,53,F,casado,Alquilada,5,Costa,Urbano,1885,3,Mensual,Servicios,4305,75,1076.25,1231,327,2634.25,1250,94,85,1429,690,0
SOL-002192,46,F,viudo,Familiar,4,Sierra,Periurbano,681,7,Semanal,Servicios,4270,68,1366.4,1090,818,3274.4,890,133,20,1043,787,1
SOL-002193,48,F,casado,Propia,3,Selva,Urbano,5863,15,Quincenal,Comercio,6623,70,1986.9,23,1093,3102.9,800,59,68,927,959,1
SOL-002194,45,M,casado,Propia,6,Sierra,Rural,5208,14,Semanal,Produccion,9029,72,2528.12,1205,1574,5307.12,1020,135,244,1399,678,1
SOL-002195,66,F,conviviente,Familiar,3,Selva,Periurbano,9933,8,Mensual,Servicios,9975,63,3690.75,1915,275,5880.75,740,57,62,859,850,1
SOL-002196,36,F,viudo,Alquilada,6,Sierra,Urbano,340,4,Quincenal,Comercio,5021,73,1355.67,1046,782,3183.67,1350,83,198,1631,887,1
SOL-002197,27,F,soltero,Propia,1,Selva,Periurbano,2507,103,Diario,Servicios,9401,66,3196.34,1890,894,5980.34,430,195,615,1240,947,1
SOL-002198,51,F,soltero,Propia,1,Costa,Periurbano,7640,10,Quincenal,Comercio,8169,68,2614.08,310,163,3087.08,480,156,73,709,989,0
SOL-002199,40,F,divorciado,Familiar,1,Selva,Urbano,910,66,Diario,Transporte,8875,73,2396.25,2108,1433,5937.25,490,57,57,604,809,1
SOL-002200,52,F,soltero,Familiar,1,Sierra,Periurbano,2161,46,Diario,Servicios,3065,74,796.9,69,187,1052.9,450,52,11,513,697,0
SOL-002201,47,F,casado,Alquilada,5,Selva,Periurbano,1550,3,Mensual,Comercio,4091,60,1636.4,722,163,2521.4,1080,132,163,1375,973,0
SOL-002202,36,M,divorciado,Familiar,2,Sierra,Periurbano,856,11,Semanal,Servicios,2266,76,543.84,610,358,1511.84,590,51,1,642,701,1
SOL-002203,20,M,soltero,Alquilada,1,Sierra,Urbano,9525,9,Mensual,Servicios,9502,58,3990.84,552,466,5008.84,520,398,18,936,986,1
SOL-002204,46,F,soltero,Propia,1,Sierra,Periurbano,2775,7,Quincenal,Comercio,2547,49,1298.97,55,137,1490.97,450,103,106,659,837,0
SOL-002205,39,F,divorciado,Familiar,6,Selva,Rural,12457,11,Mensual,Transporte,8713,47,4617.89,1099,741,6457.89,970,439,757,2166,881,1
SOL-002206,58,F,soltero,Familiar,1,Sierra,Urbano,1223,75,Diario,Transporte,7513,55,3380.85,1256,941,5577.85,520,118,575,1213,768,1
SOL-002207,66,M,viudo,Alquilada,4,Costa,Periurbano,1385,17,Semanal,Transporte,4356,53,2047.32,1208,662,3917.32,960,130,133,1223,971,1
SOL-002208,51,M,divorciado,Familiar,4,Costa,Urbano,2630,16,Quincenal,Transporte,7138,71,2070.02,282,1200,3552.02,1070,170,117,1357,738,1
SOL-002209,35,F,conviviente,Familiar,1,Selva,Rural,5056,9,Quincenal,Comercio,3575,42,2073.5,659,53,2785.5,350,199,44,593,684,0
SOL-002210,61,M,viudo,Propia,6,Costa,Urbano,3555,77,Diario,Comercio,3170,50,1585,362,142,2089,1440,150,241,1831,716,0
SOL-002211,62,F,conviviente,Alquilada,2,Selva,Rural,6188,81,Diario,Transporte,7063,63,2613.31,538,107,3258.31,470,162,261,893,915,0
SOL-002212,67,F,casado,Alquilada,2,Costa,Periurbano,2601,40,Semanal,Produccion,6800,53,3196,1364,1313,5873,630,277,299,1206,885,1
SOL-002213,52,F,divorciado,Propia,6,Selva,Periurbano,5115,21,Quincenal,Comercio,6325,66,2150.5,980,975,4105.5,1240,182,307,1729,860,1
SOL-002214,56,M,soltero,Propia,1,Selva,Urbano,2867,11,Quincenal,Produccion,8742,68,2797.44,193,1533,4523.44,490,98,261,849,716,1
SOL-002215,64,M,casado,Propia,4,Sierra,Periurbano,2832,22,Quincenal,Servicios,7554,73,2039.58,277,1092,3408.58,890,125,114,1129,948,1
SOL-002216,47,M,conviviente,Alquilada,2,Selva,Urbano,1285,23,Semanal,Servicios,1607,15,1365.95,182,175,1722.95,640,78,120,838,967,1
SOL-002217,56,F,divorciado,Alquilada,4,Sierra,Periurbano,1713,10,Mensual,Servicios,6960,73,1879.2,1653,1332,4864.2,890,110,369,1369,664,1
SOL-002218,69,F,divorciado,Propia,4,Selva,Urbano,2225,53,Diario,Servicios,5146,61,2006.94,1056,490,3552.94,990,123,117,1230,858,1
SOL-002219,38,F,conviviente,Familiar,1,Sierra,Rural,5381,6,Mensual,Servicios,7842,68,2509.44,2224,503,5236.44,390,116,187,693,953,1
SOL-002220,34,F,viudo,Familiar,2,Selva,Rural,8812,91,Diario,Servicios,8536,63,3158.32,1376,834,5368.32,470,130,18,618,678,0
SOL-002221,39,F,casado,Propia,3,Sierra,Urbano,1058,3,Quincenal,Produccion,7855,60,3142,1782,1243,6167,830,246,443,1519,731,1
SOL-002222,63,F,divorciado,Alquilada,1,Selva,Periurbano,2666,40,Semanal,Comercio,3898,55,1754.1,270,418,2442.1,430,113,167,710,776,1
SOL-002223,45,M,divorciado,Alquilada,4,Costa,Urbano,1572,16,Semanal,Produccion,1627,60,650.8,42,130,822.8,1070,59,84,1213,986,0
SOL-002224,64,M,casado,Propia,2,Sierra,Urbano,2529,91,Diario,Servicios,2444,58,1026.48,277,487,1790.48,670,72,120,862,927,0
SOL-002225,46,F,divorciado,Alquilada,5,Costa,Urbano,7365,49,Semanal,Produccion,7446,67,2457.18,73,757,3287.18,1250,52,396,1698,794,1
SOL-002226,67,F,casado,Propia,4,Costa,Periurbano,8026,5,Mensual,Transporte,7117,49,3629.67,1174,585,5388.67,960,140,598,1698,667,0
SOL-002227,48,M,divorciado,Familiar,5,Selva,Urbano,3370,24,Quincenal,Produccion,5269,49,2687.19,1384,66,4137.19,1160,58,516,1734,972,1
SOL-002228,38,M,soltero,Familiar,1,Costa,Periurbano,1594,106,Diario,Produccion,1917,60,766.8,444,171,1381.8,480,54,75,609,852,0
SOL-002229,29,F,conviviente,Alquilada,6,Sierra,Periurbano,14448,11,Mensual,Transporte,9602,10,8641.8,1752,1403,11796.8,1210,409,1019,2638,962,1
SOL-002230,69,F,casado,Familiar,5,Sierra,Urbano,1477,11,Quincenal,Transporte,6358,73,1716.66,1614,897,4227.66,1180,128,257,1565,819,1
SOL-002231,66,F,divorciado,Alquilada,5,Selva,Periurbano,3502,3,Mensual,Produccion,6167,79,1295.07,1646,937,3878.07,1080,106,248,1434,837,1
SOL-002232,21,M,soltero,Familiar,1,Selva,Urbano,4126,10,Quincenal,Produccion,4971,63,1839.27,402,50,2291.27,490,116,179,785,695,0
SOL-002233,41,M,conviviente,Alquilada,2,Selva,Rural,344,6,Mensual,Produccion,1998,61,779.22,306,267,1352.22,470,54,103,627,854,1
SOL-002234,53,M,viudo,Alquilada,1,Costa,Periurbano,4015,9,Mensual,Servicios,5436,57,2337.48,305,398,3040.48,480,148,372,1000,819,1
SOL-002235,28,M,casado,Propia,4,Costa,Rural,2459,8,Semanal,Transporte,4922,75,1230.5,1462,636,3328.5,840,88,88,1016,988,0
SOL-002236,50,F,casado,Alquilada,4,Sierra,Rural,3856,20,Quincenal,Comercio,7702,71,2233.58,524,740,3497.58,750,170,61,981,880,1
SOL-002237,20,M,soltero,Alquilada,1,Costa,Rural,579,2,Quincenal,Transporte,1213,65,424.55,37,71,532.55,430,49,48,527,970,0
SOL-002238,70,F,viudo,Propia,3,Costa,Periurbano,2899,9,Mensual,Produccion,4461,58,1873.62,235,233,2341.62,790,80,180,1050,914,1
SOL-002239,24,M,soltero,Familiar,1,Costa,Rural,6819,40,Diario,Transporte,9423,66,3203.82,226,657,4086.82,430,133,279,842,661,0
SOL-002240,24,M,casado,Familiar,6,Selva,Periurbano,1050,17,Quincenal,Transporte,3408,78,749.76,421,423,1593.76,1240,71,114,1425,690,0
SOL-002241,27,M,conviviente,Alquilada,4,Sierra,Rural,2786,23,Semanal,Servicios,9394,69,2912.14,1913,711,5536.14,750,182,332,1264,817,1
SOL-002242,56,M,conviviente,Propia,6,Selva,Rural,2392,3,Mensual,Transporte,3690,75,922.5,32,32,986.5,970,80,11,1061,787,0
SOL-002243,20,M,soltero,Familiar,1,Sierra,Urbano,3580,97,Diario,Servicios,8066,62,3065.08,2090,1095,6250.08,520,80,206,806,821,1
SOL-002244,33,F,divorciado,Familiar,1,Sierra,Periurbano,376,5,Mensual,Servicios,2539,76,609.36,289,60,958.36,450,50,72,572,842,1
SOL-002245,19,M,soltero,Propia,1,Sierra,Rural,454,11,Mensual,Comercio,8422,61,3284.58,1188,1481,5953.58,390,266,125,781,915,1
SOL-002246,62,M,soltero,Alquilada,1,Costa,Rural,3122,2,Quincenal,Servicios,2980,18,2443.6,633,476,3552.6,430,68,12,510,752,0
SOL-002247,26,M,viudo,Alquilada,1,Selva,Rural,1344,114,Diario,Produccion,2075,65,726.25,535,318,1579.25,350,50,104,504,806,1
SOL-002248,38,F,casado,Familiar,5,Sierra,Urbano,3491,8,Mensual,Produccion,9549,68,3055.68,2368,1366,6789.68,1180,189,608,1977,680,1
SOL-002249,32,M,soltero,Propia,1,Sierra,Periurbano,2346,12,Mensual,Transporte,6326,56,2783.44,1312,373,4468.44,450,211,297,958,805,1
SOL-002250,60,F,divorciado,Alquilada,6,Costa,Rural,1860,4,Mensual,Transporte,2481,63,917.97,461,414,1792.97,1150,84,126,1360,900,0
SOL-002251,31,M,soltero,Propia,1,Costa,Periurbano,492,43,Semanal,Servicios,1522,70,456.6,268,215,939.6,480,46,7,533,819,1
SOL-002252,52,M,soltero,Familiar,1,Costa,Urbano,7031,15,Semanal,Produccion,5842,55,2628.9,1103,671,4402.9,550,92,151,793,729,0
SOL-002253,65,F,divorciado,Familiar,2,Costa,Rural,11488,21,Semanal,Transporte,9280,54,4268.8,1607,1655,7530.8,560,287,497,1344,997,1
SOL-002254,43,F,casado,Familiar,5,Sierra,Rural,5764,10,Mensual,Transporte,6149,68,1967.68,751,120,2838.68,890,134,293,1317,984,1
SOL-002255,26,F,conviviente,Alquilada,4,Sierra,Urbano,419,5,Mensual,Servicios,3424,70,1027.2,252,565,1844.2,1000,72,111,1183,835,1
SOL-002256,59,M,casado,Alquilada,1,Selva,Urbano,4447,15,Semanal,Transporte,5265,30,3685.5,551,129,4365.5,490,308,580,1378,827,0
SOL-002257,29,M,viudo,Familiar,5,Costa,Rural,7589,7,Semanal,Produccion,6703,57,2882.29,1084,1252,5218.29,1000,236,483,1719,803,0
SOL-002258,65,M,casado,Alquilada,1,Sierra,Urbano,843,118,Diario,Produccion,6437,67,2124.21,26,665,2815.21,520,96,361,977,979,1
SOL-002259,51,M,casado,Familiar,5,Sierra,Rural,5115,8,Quincenal,Servicios,9049,54,4162.54,184,633,4979.54,890,321,50,1261,903,1
