ID,edad,genero,estado_civil,tipo_vivienda,integrantes,zona_geografica,tipo_zona,monto_solicitado,plazo,periodo,ingreso_adicional,ingreso_terceros,sector_economico,costo_inversion,ingreso_mensual_neto,gasto_basico,gastos_operativos,gastos_financieros,deuda_total_financiera,puntaje_experian,aprobado
SOL-003828,53,F,divorciado,Propia,1,Selva,Urbano,3475,5,Mensual,205,40,Servicios,59,1188.59,490,77,134,2412,514,1
SOL-003829,46,M,divorciado,Familiar,1,Costa,Urbano,11014,62,Diario,187,663,Servicios,38,3764.02,550,258,331,3641,948,1
SOL-003830,18,M,soltero,Alquilada,1,Selva,Urbano,5596,58,Diario,2450,805,Servicios,60,3843.6,490,145,44,396,972,1
SOL-003831,43,M,divorciado,Alquilada,6,Selva,Urbano,1887,80,Diario,3,16,Servicios,58,636.3,1330,63,82,656,815,0
SOL-003832,42,F,viudo,Propia,5,Costa,Periurbano,334,83,Diario,2351,173,Comercio,72,2257.64,1130,216,213,6390,538,1
SOL-003833,29,F,viudo,Familiar,4,Costa,Periurbano,797,7,Quincenal,207,50,Produccion,55,1987.2,960,170,96,576,833,1
SOL-003834,48,F,viudo,Familiar,3,Selva,Periurbano,2546,16,Quincenal,208,1124,Transporte,70,2458.5,740,91,302,6342,514,1
SOL-003835,53,M,casado,Alquilada,6,Costa,Rural,2066,8,Mensual,984,425,Transporte,65,1510.6,1150,68,6,144,654,1
SOL-003836,39,M,casado,Propia,1,Sierra,Urbano,2125,3,Mensual,355,629,Produccion,73,1387.26,520,97,40,400,747,1
SOL-003837,32,M,conviviente,Alquilada,5,Costa,Urbano,545,33,Semanal,846,125,Produccion,40,2296.8,1250,171,9,216,958,1
SOL-003838,38,M,divorciado,Familiar,3,Sierra,Rural,8707,87,Diario,355,834,Produccion,58,2931.6,630,155,102,612,939,1
SOL-003839,48,M,viudo,Alquilada,2,Costa,Urbano,3163,32,Semanal,1027,202,Comercio,74,1550.64,710,101,20,160,842,1
SOL-003840,48,F,casado,Propia,2,Sierra,Rural,8991,111,Diario,49,828,Produccion,25,3493.5,520,289,510,1020,788,1
SOL-003841,24,F,divorciado,Alquilada,2,Selva,Urbano,2232,11,Quincenal,223,172,Servicios,35,1621.1,640,122,128,1536,961,1
SOL-003842,56,M,viudo,Familiar,6,Costa,Rural,3848,3,Mensual,917,155,Servicios,65,1849.05,1150,51,57,684,987,1
SOL-003843,39,M,soltero,Familiar,1,Costa,Urbano,1627,23,Quincenal,2002,1262,Servicios,56,4082.32,550,231,188,4136,999,1
SOL-003844,56,M,conviviente,Familiar,6,Sierra,Periurbano,607,96,Diario,904,352,Transporte,68,1206.72,1210,97,42,378,949,1
SOL-003845,31,F,conviviente,Alquilada,2,Sierra,Rural,10051,3,Mensual,2317,1656,Transporte,56,4373.6,520,216,92,736,730,1
SOL-003846,38,M,divorciado,Propia,3,Costa,Urbano,3595,99,Diario,74,1458,Comercio,52,4627.2,890,315,702,2808,896,1
SOL-003847,54,F,divorciado,Familiar,3,Costa,Periurbano,2885,5,Mensual,952,674,Produccion,73,1064.34,790,55,120,240,865,1
SOL-003848,62,F,conviviente,Familiar,3,Selva,Rural,1848,40,Semanal,486,456,Produccion,70,786.3,590,58,111,1332,856,1
SOL-003849,44,F,viudo,Propia,4,Sierra,Periurbano,1507,7,Mensual,285,392,Transporte,53,1144.45,890,90,212,636,794,1
SOL-003850,69,M,divorciado,Familiar,4,Sierra,Urbano,1251,12,Semanal,221,210,Comercio,53,1366.76,1000,88,163,652,862,1
SOL-003851,54,F,divorciado,Familiar,3,Costa,Urbano,4616,4,Mensual,60,629,Comercio,70,2397.9,890,116,330,1320,898,1
SOL-003852,63,M,divorciado,Alquilada,6,Costa,Urbano,1539,30,Semanal,883,433,Comercio,74,844.74,1440,64,136,680,707,0
SOL-003853,44,F,soltero,Propia,1,Costa,Urbano,4533,7,Mensual,777,109,Servicios,54,2735.62,550,126,169,3718,950,1
SOL-003854,40,F,conviviente,Familiar,2,Selva,Periurbano,928,35,Semanal,306,286,Servicios,73,642.87,580,55,30,990,786,1
SOL-003855,25,F,viudo,Alquilada,4,Costa,Periurbano,9443,12,Quincenal,497,1349,Produccion,61,3623.88,960,341,638,5742,844,1
SOL-003856,49,M,divorciado,Alquilada,3,Selva,Periurbano,1292,79,Diario,827,3,Servicios,70,1163.4,740,114,103,824,891,1
SOL-003857,69,M,viudo,Alquilada,6,Costa,Urbano,2387,10,Mensual,1490,678,Servicios,18,4444.4,1440,112,396,1584,947,1
SOL-003858,45,M,divorciado,Propia,1,Sierra,Periurbano,2542,7,Quincenal,67,315,Produccion,72,1395.8,450,111,235,7050,484,1
SOL-003859,65,F,divorciado,Propia,6,Selva,Urbano,2250,18,Semanal,1028,452,Comercio,73,963.63,1330,85,190,2280,523,1
SOL-003860,45,F,soltero,Familiar,1,Costa,Urbano,3225,74,Diario,2254,819,Servicios,50,4134.5,550,347,437,3933,890,1
SOL-003861,22,M,divorciado,Propia,2,Selva,Periurbano,2578,41,Semanal,1785,124,Comercio,38,4160.2,580,204,196,2744,972,1
SOL-003862,31,M,divorciado,Familiar,5,Costa,Urbano,3039,31,Diario,29,481,Produccion,60,1644,1250,91,80,1280,939,1
SOL-003863,42,M,conviviente,Familiar,5,Sierra,Urbano,8269,6,Semanal,944,735,Transporte,63,2769.82,1180,95,447,5364,668,1
SOL-003864,35,F,divorciado,Propia,1,Selva,Rural,978,24,Quincenal,314,49,Comercio,68,486.4,350,50,65,130,943,1
SOL-003865,27,M,viudo,Alquilada,2,Selva,Urbano,12513,118,Diario,756,1458,Comercio,38,4563.2,640,326,75,2700,987,1
SOL-003866,70,M,viudo,Propia,5,Sierra,Periurbano,5125,74,Diario,589,105,Transporte,53,2259.76,1050,200,198,396,883,1
SOL-003867,56,F,viudo,Familiar,5,Sierra,Rural,568,11,Mensual,607,537,Transporte,71,1300.65,890,84,256,3584,568,1
SOL-003868,19,F,soltero,Alquilada,1,Selva,Rural,1987,11,Mensual,868,71,Comercio,54,1721.32,350,137,247,3458,542,1
SOL-003869,36,M,divorciado,Propia,3,Selva,Rural,1315,47,Semanal,605,495,Servicios,66,1584.06,590,108,259,2331,704,1
SOL-003870,26,F,divorciado,Alquilada,4,Sierra,Urbano,2987,29,Semanal,89,369,Comercio,55,1803.6,1000,123,193,1737,857,1
SOL-003871,47,M,soltero,Alquilada,1,Costa,Periurbano,7334,24,Quincenal,1028,361,Servicios,63,3005.14,480,275,88,1760,907,1
SOL-003872,61,F,divorciado,Alquilada,2,Costa,Periurbano,1920,4,Quincenal,702,884,Servicios,58,1978.62,630,156,255,5355,611,1
SOL-003873,61,M,soltero,Alquilada,1,Selva,Rural,5907,19,Quincenal,1349,501,Comercio,61,2932.02,350,82,175,2450,977,1
SOL-003874,66,M,soltero,Alquilada,1,Costa,Periurbano,489,21,Semanal,508,440,Transporte,77,572.24,480,53,102,1020,891,1
SOL-003875,26,F,viudo,Propia,6,Costa,Urbano,2171,45,Semanal,91,559,Transporte,70,2013.3,1440,51,89,534,993,1
SOL-003876,62,F,casado,Alquilada,4,Sierra,Urbano,1733,8,Mensual,945,198,Produccion,74,848.64,1000,82,51,816,991,1
SOL-003877,32,F,soltero,Familiar,1,Costa,Rural,4339,19,Quincenal,637,1009,Servicios,69,1674.31,430,89,236,944,797,1
SOL-003878,66,F,conviviente,Alquilada,3,Costa,Urbano,3362,5,Quincenal,879,234,Transporte,72,1723.68,890,172,68,68,961,1
SOL-003879,50,M,divorciado,Alquilada,6,Selva,Periurbano,1987,72,Diario,536,0,Servicios,49,972.06,1240,58,49,245,819,0
SOL-003880,57,F,soltero,Familiar,1,Sierra,Urbano,529,86,Diario,295,459,Transporte,50,1577.5,520,127,22,198,911,1
SOL-003881,35,M,soltero,Alquilada,1,Costa,Urbano,860,35,Semanal,192,232,Produccion,55,742.95,550,63,122,1464,939,1
SOL-003882,57,M,divorciado,Familiar,2,Selva,Urbano,751,8,Mensual,67,279,Comercio,40,1314.6,640,76,27,189,894,1
SOL-003883,18,M,soltero,Propia,1,Costa,Periurbano,1756,34,Semanal,552,408,Servicios,61,2971.41,480,140,134,1206,757,1
SOL-003884,59,F,conviviente,Propia,6,Sierra,Urbano,1607,3,Mensual,1075,1380,Servicios,56,3369.08,1350,290,74,1554,721,1
SOL-003885,38,M,conviviente,Propia,3,Costa,Periurbano,8291,32,Diario,820,797,Produccion,56,3500.2,790,284,380,3800,791,1
SOL-003886,53,F,conviviente,Familiar,6,Costa,Periurbano,393,49,Semanal,86,301,Transporte,68,506.88,1300,50,76,2508,359,0
SOL-003887,33,F,viudo,Propia,2,Costa,Urbano,4262,16,Semanal,1762,65,Servicios,70,1959.6,710,62,29,174,940,1
SOL-003888,20,M,soltero,Alquilada,1,Costa,Rural,3294,74,Diario,491,512,Transporte,70,1242.9,430,53,137,274,963,1
SOL-003889,30,M,casado,Alquilada,6,Costa,Periurbano,706,45,Semanal,668,67,Produccion,63,1027.86,1300,87,68,612,888,0
SOL-003890,38,F,conviviente,Familiar,5,Costa,Rural,730,13,Quincenal,492,532,Comercio,70,945.9,1000,83,99,792,693,1
SOL-003891,48,M,viudo,Alquilada,4,Costa,Rural,1025,8,Quincenal,162,97,Transporte,62,577.22,840,56,29,406,976,0
SOL-003892,62,M,viudo,Alquilada,4,Sierra,Rural,974,20,Quincenal,1353,1154,Produccion,56,3574.12,750,180,76,456,694,1
SOL-003893,19,M,soltero,Propia,1,Costa,Rural,8676,12,Mensual,1861,766,Servicios,65,3342.5,430,153,567,4536,675,1
SOL-003894,63,F,conviviente,Propia,4,Costa,Rural,5414,9,Mensual,536,134,Servicios,63,2057.2,840,89,400,1600,989,1
SOL-003895,62,M,viudo,Alquilada,3,Selva,Periurbano,930,39,Diario,1151,94,Transporte,65,1871.45,740,157,54,540,713,1
SOL-003896,63,M,viudo,Propia,4,Selva,Periurbano,7803,20,Quincenal,1904,978,Comercio,72,2668.4,920,189,509,3054,975,1
SOL-003897,21,M,soltero,Familiar,1,Costa,Rural,2794,24,Quincenal,116,297,Transporte,69,1177.69,430,55,131,1179,664,1
SOL-003898,24,F,soltero,Familiar,1,Sierra,Urbano,2729,25,Semanal,1949,482,Servicios,70,2286.3,520,169,54,864,723,1
SOL-003899,59,F,soltero,Propia,1,Costa,Periurbano,5351,118,Diario,674,653,Transporte,60,3021.6,480,108,576,10368,596,1
SOL-003900,53,F,viudo,Familiar,3,Selva,Urbano,963,3,Quincenal,477,212,Servicios,73,772.47,800,72,48,576,954,1
SOL-003901,32,M,divorciado,Alquilada,1,Costa,Rural,3665,10,Quincenal,401,1354,Transporte,67,2316.27,430,173,378,13608,417,1
SOL-003902,20,M,soltero,Familiar,1,Selva,Rural,574,20,Semanal,553,424,Transporte,63,826.21,350,69,52,936,946,1
SOL-003903,50,M,viudo,Alquilada,1,Sierra,Urbano,1090,81,Diario,1165,693,Servicios,15,3942.3,520,218,46,184,959,1
SOL-003904,59,M,divorciado,Propia,2,Sierra,Periurbano,541,9,Mensual,309,137,Servicios,69,1111.35,590,70,103,721,693,1
SOL-003905,46,M,conviviente,Propia,2,Costa,Urbano,3942,8,Mensual,458,349,Produccion,40,3219.6,710,133,230,690,700,1
SOL-003906,65,F,viudo,Familiar,3,Selva,Urbano,3838,32,Semanal,465,1120,Servicios,67,3107.28,800,160,126,2520,934,1
SOL-003907,32,F,divorciado,Familiar,1,Costa,Rural,1454,63,Diario,155,173,Produccion,40,703.8,430,61,32,384,952,1
SOL-003908,57,M,viudo,Familiar,6,Sierra,Rural,5355,22,Quincenal,855,332,Transporte,56,2430.12,1020,84,123,2214,938,1
SOL-003909,25,M,conviviente,Familiar,4,Sierra,Rural,4019,21,Semanal,451,1072,Produccion,68,1805.76,750,84,254,1524,727,1
SOL-003910,52,M,casado,Familiar,3,Costa,Rural,3494,40,Semanal,1484,40,Produccion,77,1249.13,700,96,47,94,816,1
SOL-003911,58,M,viudo,Propia,4,Costa,Periurbano,5988,73,Diario,1360,1049,Comercio,59,2823.67,960,220,396,11880,320,1
SOL-003912,22,M,casado,Alquilada,2,Costa,Periurbano,3599,109,Diario,2107,1243,Servicios,68,2489.92,630,93,105,945,719,1
SOL-003913,67,F,soltero,Propia,1,Sierra,Urbano,9563,30,Diario,1030,992,Servicios,15,5514.8,520,205,501,6012,956,1
SOL-003914,18,F,soltero,Familiar,1,Sierra,Urbano,1547,104,Diario,544,373,Transporte,72,749,520,50,84,1512,522,1
SOL-003915,23,M,soltero,Propia,1,Costa,Periurbano,1304,17,Semanal,117,221,Comercio,68,568.32,480,56,12,144,735,1
SOL-003916,47,F,conviviente,Alquilada,4,Sierra,Rural,1475,51,Semanal,2311,1350,Produccion,65,2775.15,750,214,391,782,961,1
SOL-003917,44,F,conviviente,Propia,1,Costa,Urbano,2695,11,Mensual,708,1105,Servicios,69,2331.51,550,142,207,6210,577,1
SOL-003918,37,M,divorciado,Familiar,6,Selva,Urbano,2053,10,Mensual,268,73,Servicios,73,687.69,1330,52,8,144,742,0
SOL-003919,47,F,conviviente,Propia,2,Sierra,Urbano,1194,4,Mensual,95,121,Produccion,77,746.35,670,60,63,189,996,0
SOL-003920,62,F,divorciado,Propia,2,Costa,Rural,1833,7,Mensual,905,1544,Servicios,53,3869.98,560,118,247,1482,818,1
SOL-003921,43,M,conviviente,Propia,4,Selva,Rural,5507,41,Semanal,2520,378,Transporte,63,3222.33,710,83,422,2532,775,1
SOL-003922,60,F,casado,Propia,1,Sierra,Periurbano,1852,25,Semanal,1199,706,Comercio,73,1189.62,450,64,232,2784,513,1
SOL-003923,23,F,viudo,Propia,4,Sierra,Periurbano,2238,73,Diario,249,118,Produccion,67,1082.73,890,64,155,3720,597,0
SOL-003924,67,F,conviviente,Propia,6,Sierra,Periurbano,3504,6,Mensual,579,379,Servicios,59,1690.02,1210,167,309,927,718,1
SOL-003925,60,M,casado,Propia,3,Selva,Urbano,3935,100,Diario,572,806,Produccion,61,1776.06,800,107,188,4512,536,1
SOL-003926,23,M,divorciado,Propia,3,Costa,Rural,987,19,Quincenal,431,188,Servicios,77,381.34,700,48,27,270,929,0
SOL-003927,58,M,soltero,Propia,1,Selva,Periurbano,5434,80,Diario,1694,925,Servicios,70,2211,430,165,283,2830,817,1
SOL-003928,37,M,soltero,Alquilada,1,Costa,Urbano,3057,18,Quincenal,353,212,Produccion,53,1992.33,550,147,332,5312,503,1
SOL-003929,65,F,conviviente,Propia,3,Costa,Periurbano,2351,43,Diario,97,49,Servicios,74,793,790,65,58,928,669,0
SOL-003930,67,F,viudo,Propia,2,Selva,Rural,5795,45,Diario,1828,658,Servicios,66,2137.92,470,107,374,4114,809,1
SOL-003931,47,M,conviviente,Familiar,2,Sierra,Periurbano,965,5,Mensual,453,1465,Comercio,60,3417.2,590,60,506,1518,660,1
SOL-003932,41,M,conviviente,Alquilada,6,Costa,Urbano,2247,15,Quincenal,416,470,Produccion,57,1166.16,1440,103,96,2016,662,0
SOL-003933,64,M,soltero,Alquilada,1,Sierra,Urbano,8399,3,Mensual,593,182,Transporte,35,4880.2,520,429,591,5910,811,1
SOL-003934,25,M,soltero,Alquilada,1,Selva,Periurbano,2800,47,Diario,355,469,Produccion,78,1335.62,430,108,237,3318,546,1
SOL-003935,33,M,soltero,Alquilada,1,Selva,Urbano,2316,119,Diario,116,920,Servicios,45,4357.65,490,413,573,10314,565,1
SOL-003936,33,F,soltero,Alquilada,1,Sierra,Periurbano,634,51,Semanal,2066,596,Produccion,60,3243.2,450,298,524,15720,466,1
SOL-003937,59,M,conviviente,Familiar,5,Costa,Urbano,705,48,Diario,1589,697,Comercio,65,1878.1,1250,60,317,6340,546,1
SOL-003938,26,F,divorciado,Alquilada,5,Sierra,Rural,562,2,Quincenal,300,202,Transporte,70,309,890,36,22,132,671,0
SOL-003939,25,M,casado,Alquilada,5,Selva,Rural,3884,21,Quincenal,1086,1023,Comercio,58,4150.02,840,171,178,2670,951,1
SOL-003940,40,F,conviviente,Alquilada,1,Selva,Rural,4421,11,Mensual,2043,177,Produccion,60,3924,350,124,352,4224,846,1
SOL-003941,32,M,conviviente,Propia,1,Costa,Periurbano,1158,71,Diario,133,307,Transporte,75,436,480,43,81,162,839,1
SOL-003942,60,F,viudo,Familiar,4,Selva,Rural,1213,7,Quincenal,651,103,Comercio,63,964.59,710,77,45,450,752,1
SOL-003943,64,F,casado,Alquilada,2,Costa,Urbano,859,20,Quincenal,1045,464,Servicios,40,2206.8,710,51,57,1254,721,1
SOL-003944,53,F,soltero,Propia,1,Sierra,Periurbano,3486,21,Quincenal,1155,718,Transporte,76,1185.36,450,59,182,1274,663,1
SOL-003945,32,F,soltero,Familiar,1,Selva,Periurbano,2543,50,Semanal,356,257,Servicios,78,1911.8,430,131,375,11250,463,1
SOL-003946,24,F,divorciado,Alquilada,4,Selva,Rural,10857,15,Quincenal,751,948,Servicios,15,4839.9,710,479,219,1533,852,1
SOL-003947,46,M,divorciado,Alquilada,2,Costa,Periurbano,1807,10,Mensual,297,50,Comercio,61,772.98,630,55,96,480,697,1
SOL-003948,49,M,viudo,Familiar,5,Sierra,Periurbano,5126,12,Mensual,1820,584,Produccion,66,2354.84,1050,227,315,3150,968,1
SOL-003949,32,M,conviviente,Familiar,6,Sierra,Urbano,2590,80,Diario,816,491,Servicios,58,2530.92,1350,139,455,10920,301,1
SOL-003950,23,M,divorciado,Propia,3,Sierra,Rural,745,62,Diario,441,539,Servicios,15,6621.5,630,59,577,12117,909,1
SOL-003951,21,F,soltero,Alquilada,1,Sierra,Rural,13035,51,Semanal,585,129,Servicios,34,4915.02,390,156,283,6226,696,1
SOL-003952,57,M,soltero,Alquilada,1,Sierra,Urbano,1389,119,Diario,476,1431,Servicios,72,2341.64,520,138,15,120,825,1
SOL-003953,63,M,conviviente,Propia,5,Selva,Periurbano,3099,66,Diario,630,138,Produccion,71,1181.46,1080,69,113,3729,626,1
SOL-003954,29,F,soltero,Propia,1,Costa,Rural,4505,5,Quincenal,1119,1074,Servicios,75,1748.5,430,153,128,256,741,1
SOL-003955,45,F,viudo,Alquilada,4,Selva,Rural,1345,13,Quincenal,1658,219,Transporte,15,5916,710,444,122,976,810,1
SOL-003956,34,M,divorciado,Propia,4,Costa,Urbano,3026,6,Mensual,1256,1963,Comercio,52,4740.96,1070,396,104,2496,796,1
SOL-003957,40,M,casado,Familiar,5,Costa,Rural,3417,2,Quincenal,2061,406,Servicios,69,2504.18,1000,88,7,56,677,1
SOL-003958,38,M,casado,Propia,2,Sierra,Urbano,3262,10,Mensual,1552,150,Servicios,70,1684.5,670,89,285,285,812,1
SOL-003959,24,F,soltero,Propia,1,Sierra,Rural,3854,34,Diario,667,351,Comercio,57,1487.8,390,136,15,135,747,1
SOL-003960,62,M,viudo,Familiar,5,Selva,Urbano,2685,52,Diario,156,126,Produccion,70,2260.5,1160,72,321,2568,835,1
SOL-003961,51,M,casado,Propia,1,Selva,Rural,4795,51,Semanal,266,256,Servicios,65,2413.6,350,67,119,2856,967,1
SOL-003962,40,F,divorciado,Alquilada,5,Selva,Rural,2596,5,Mensual,1270,359,Transporte,63,1585.45,840,101,271,7317,359,1
SOL-003963,31,F,conviviente,Alquilada,5,Costa,Periurbano,9888,35,Diario,484,341,Produccion,60,3402.8,1130,177,671,10736,640,1
SOL-003964,49,F,casado,Alquilada,6,Selva,Periurbano,5684,42,Semanal,1659,259,Comercio,60,3696.8,1240,101,366,3660,763,1
SOL-003965,24,F,conviviente,Alquilada,5,Sierra,Urbano,673,9,Mensual,414,144,Servicios,41,1069.67,1180,75,101,404,998,0
SOL-003966,23,M,casado,Alquilada,3,Sierra,Urbano,588,7,Quincenal,303,740,Comercio,55,3207.6,830,88,179,537,657,1
SOL-003967,20,M,soltero,Propia,1,Costa,Urbano,5229,8,Semanal,395,163,Transporte,67,2446.95,550,156,295,2950,899,1
SOL-003968,18,F,soltero,Alquilada,1,Sierra,Urbano,5422,6,Mensual,1504,1086,Produccion,63,2883.04,520,191,164,1640,710,1
SOL-003969,34,M,viudo,Familiar,5,Selva,Periurbano,1598,9,Mensual,605,674,Transporte,49,1762.05,1080,146,102,1530,768,1
SOL-003970,68,F,soltero,Propia,1,Sierra,Periurbano,1825,8,Mensual,1299,1346,Transporte,42,4638.84,450,231,889,14224,535,1
SOL-003971,60,F,divorciado,Propia,1,Selva,Periurbano,3532,98,Diario,862,942,Transporte,70,1653.6,430,121,180,720,718,1
SOL-003972,31,F,soltero,Propia,1,Selva,Urbano,3924,8,Quincenal,359,125,Comercio,70,1404,490,88,58,1160,989,1
SOL-003973,21,F,soltero,Alquilada,1,Costa,Periurbano,4359,4,Mensual,66,888,Comercio,72,1722,480,163,174,2610,735,1
SOL-003974,43,F,soltero,Propia,1,Costa,Urbano,5336,6,Quincenal,1175,759,Comercio,54,3218.62,550,143,211,6330,849,1
SOL-003975,63,M,conviviente,Propia,1,Costa,Periurbano,6903,10,Mensual,1679,453,Comercio,65,3206.7,480,129,259,2072,698,1
SOL-003976,39,F,conviviente,Familiar,5,Selva,Periurbano,3564,40,Diario,1098,715,Comercio,63,1657.23,1080,77,220,660,917,1
SOL-003977,53,F,conviviente,Propia,2,Sierra,Urbano,4553,99,Diario,1571,1041,Comercio,69,2922.99,670,205,364,8008,561,1
SOL-003978,36,M,casado,Familiar,5,Sierra,Urbano,1932,50,Semanal,598,234,Comercio,57,978.68,1180,79,164,1968,565,0
SOL-003979,43,M,viudo,Propia,6,Sierra,Urbano,9907,91,Diario,846,1155,Servicios,35,3759.6,1350,355,59,1180,917,1
SOL-003980,18,M,soltero,Familiar,1,Selva,Periurbano,4582,11,Mensual,3,530,Transporte,55,1574.1,430,140,138,414,696,1
SOL-003981,34,M,viudo,Alquilada,6,Costa,Rural,1286,14,Quincenal,398,268,Transporte,63,569.06,1150,51,39,234,908,0
SOL-003982,26,M,viudo,Propia,5,Sierra,Urbano,1568,90,Diario,161,193,Servicios,15,986,1180,84,98,2940,516,0
SOL-003983,58,M,soltero,Propia,1,Selva,Rural,428,70,Diario,628,6,Transporte,70,1422,350,85,265,4770,601,1
SOL-003984,28,F,viudo,Propia,4,Costa,Rural,1301,39,Diario,238,491,Transporte,54,1250.74,840,62,184,3312,553,1
SOL-003985,30,F,conviviente,Alquilada,4,Costa,Rural,10091,3,Mensual,1343,909,Transporte,35,3632.2,840,246,616,1232,664,1
SOL-003986,43,M,divorciado,Alquilada,3,Sierra,Urbano,2310,20,Quincenal,258,1093,Comercio,71,1714.19,830,160,15,300,970,1
SOL-003987,41,F,conviviente,Propia,5,Costa,Urbano,309,16,Semanal,0,241,Transporte,60,498.4,1250,50,98,1176,549,0
SOL-003988,64,M,divorciado,Alquilada,6,Costa,Periurbano,4088,45,Semanal,46,1068,Produccion,69,2912.14,1300,62,391,391,972,1
SOL-003989,37,F,conviviente,Propia,6,Selva,Rural,963,19,Semanal,275,350,Produccion,68,909.44,970,66,91,1092,719,0
SOL-003990,30,M,divorciado,Alquilada,6,Selva,Rural,1114,7,Mensual,184,245,Transporte,60,694.8,970,56,28,224,886,0
SOL-003991,21,M,soltero,Familiar,1,Sierra,Periurbano,2237,15,Semanal,287,292,Comercio,40,965.4,450,65,122,2196,628,1
SOL-003992,60,M,casado,Alquilada,3,Costa,Urbano,2042,5,Mensual,647,415,Transporte,62,1513.54,890,150,154,1232,946,1
SOL-003993,48,M,viudo,Familiar,4,Sierra,Urbano,2018,7,Mensual,493,269,Transporte,71,1078.22,1000,89,183,2013,800,1
SOL-003994,47,M,soltero,Propia,1,Costa,Urbano,1363,22,Quincenal,257,67,Servicios,17,1231.72,550,107,89,1246,929,1
SOL-003995,44,F,casado,Propia,6,Costa,Rural,5595,10,Quincenal,365,1231,Transporte,58,2604,1150,191,499,1497,929,1
SOL-003996,62,F,divorciado,Propia,4,Sierra,Urbano,1863,12,Quincenal,955,489,Comercio,59,1473.13,1000,139,60,720,814,1
SOL-003997,21,M,soltero,Propia,1,Selva,Periurbano,5731,9,Mensual,740,676,Produccion,63,3617.12,430,54,674,16176,466,1
SOL-003998,60,M,soltero,Alquilada,1,Costa,Periurbano,2718,8,Mensual,1745,46,Servicios,72,1974.56,480,82,329,11844,360,1
SOL-003999,62,M,divorciado,Familiar,5,Sierra,Urbano,11010,38,Diario,1973,332,Servicios,13,6065.64,1180,125,261,2610,756,1
SOL-004000,46,F,conviviente,Alquilada,4,Selva,Urbano,934,11,Quincenal,23,255,Transporte,56,1268.96,990,56,175,1050,750,0
SOL-004001,30,F,viudo,Familiar,3,Costa,Periurbano,6469,14,Quincenal,1553,121,Transporte,60,2422.4,790,64,89,1602,797,1
SOL-004002,51,M,divorciado,Familiar,2,Selva,Urbano,1514,12,Mensual,748,401,Comercio,64,1581.12,640,153,80,320,987,1
SOL-004003,25,F,conviviente,Propia,3,Sierra,Periurbano,2088,9,Mensual,724,197,Produccion,64,951.84,740,60,92,460,735,1
SOL-004004,57,F,conviviente,Propia,3,Sierra,Rural,5706,29,Semanal,1384,1386,Transporte,63,2789.06,630,234,299,3289,864,1
SOL-004005,43,F,conviviente,Alquilada,1,Selva,Urbano,3873,12,Mensual,608,38,Comercio,58,1892.94,490,65,164,4920,625,1
SOL-004006,67,F,divorciado,Propia,5,Sierra,Rural,5707,19,Quincenal,1450,923,Servicios,53,2943.14,890,168,470,2820,924,1
SOL-004007,42,F,casado,Propia,2,Sierra,Urbano,2338,11,Quincenal,740,178,Produccion,75,853.75,670,57,137,4521,491,1
SOL-004008,28,F,soltero,Familiar,1,Costa,Rural,8874,34,Semanal,587,5,Comercio,52,4531.68,430,250,181,724,671,1
SOL-004009,64,M,casado,Alquilada,1,Sierra,Rural,12361,47,Semanal,376,494,Comercio,10,4374,390,246,275,5775,855,1
SOL-004010,49,F,conviviente,Propia,3,Sierra,Rural,2552,9,Mensual,1608,1059,Servicios,63,2294,630,69,1,5,859,1
SOL-004011,68,M,viudo,Familiar,2,Costa,Urbano,4086,62,Diario,928,736,Servicios,58,2866.92,710,50,79,632,791,1
SOL-004012,49,F,casado,Alquilada,6,Costa,Urbano,2020,22,Quincenal,2200,1443,Transporte,72,2667.84,1440,98,435,6960,640,1
SOL-004013,61,M,casado,Propia,6,Costa,Rural,1561,7,Mensual,115,387,Produccion,70,709.5,1150,58,141,4230,331,0
SOL-004014,53,M,casado,Alquilada,2,Selva,Periurbano,531,11,Quincenal,184,359,Transporte,77,925.98,580,70,44,44,752,1
SOL-004015,64,M,soltero,Familiar,1,Costa,Urbano,423,69,Diario,1720,590,Comercio,62,2540.3,550,135,449,3143,734,1
SOL-004016,48,M,casado,Propia,2,Selva,Periurbano,4275,7,Mensual,1069,27,Produccion,66,1904.68,580,121,11,165,823,1
SOL-004017,39,M,soltero,Alquilada,1,Sierra,Periurbano,1644,4,Quincenal,458,239,Produccion,35,1573,450,139,208,2288,745,1
SOL-004018,62,M,casado,Propia,2,Costa,Urbano,2108,8,Mensual,390,192,Comercio,72,1194.76,710,56,57,57,837,1
SOL-004019,18,M,soltero,Alquilada,1,Selva,Rural,9571,5,Mensual,1736,1387,Comercio,40,4431,350,346,812,6496,886,1
SOL-004020,47,F,viudo,Alquilada,2,Selva,Urbano,3873,2,Quincenal,1584,915,Transporte,69,2341.74,640,55,389,4668,805,1
SOL-004021,61,F,conviviente,Alquilada,4,Costa,Periurbano,3830,4,Mensual,1502,953,Produccion,63,2133.05,960,73,154,2156,868,1
SOL-004022,54,M,divorciado,Propia,5,Sierra,Periurbano,330,8,Mensual,450,54,Transporte,74,810.94,1050,54,74,1776,527,0
SOL-004023,28,M,divorciado,Alquilada,3,Sierra,Urbano,2355,11,Semanal,291,441,Transporte,73,988.2,830,54,13,156,940,1
