ID,edad,genero,estado_civil,tipo_vivienda,integrantes,zona_geografica,tipo_zona,monto_solicitado,plazo,periodo,ingreso_adicional,ingreso_terceros,sector_economico,ingreso_mensual_bruto,costo_inversion,ingreso_mensual_neto,gasto_basico,gastos_operativos,gastos_financieros,deuda_total_financiera,puntaje_experian,aprobado
SOL-000740,56,M,conviviente,Familiar,1,Sierra,Periurbano,4106,255,Mensual,695,839,Servicios,11861,67,3914.13,450,131,997,551,394,1
SOL-000741,55,M,conviviente,Propia,2,Sierra,Periurbano,6394,205,Diario,1751,883,Comercio,18256,71,5294.24,590,173,1215,3114,438,1
SOL-000742,22,F,casado,Propia,2,Selva,Rural,6216,147,Semanal,982,1329,Transporte,12026,65,4209.1,470,177,1312,781,654,1
SOL-000743,50,F,divorciado,Familiar,4,Costa,Rural,4483,219,Diario,306,373,Transporte,6565,32,4464.2,840,51,186,4467,612,1
SOL-000744,34,M,divorciado,Propia,6,Costa,Periurbano,6981,274,Semanal,1474,987,Produccion,1098,20,878.4,1300,83,839,3254,758,0
SOL-000745,69,M,conviviente,Familiar,1,Costa,Rural,5431,34,Quincenal,316,1699,Transporte,6912,70,2073.6,430,130,1328,2883,533,1
SOL-000746,19,M,viudo,Alquilada,1,Selva,Urbano,7216,272,Mensual,979,627,Servicios,3987,65,1395.45,490,112,330,584,613,1
SOL-000747,22,F,soltero,Familiar,1,Costa,Periurbano,3435,360,Mensual,1188,236,Comercio,14097,62,5356.86,480,70,159,2527,818,1
SOL-000748,21,F,conviviente,Familiar,4,Selva,Periurbano,2901,227,Quincenal,344,1012,Transporte,3761,78,827.42,920,172,1487,4002,745,0
SOL-000749,66,F,soltero,Familiar,2,Selva,Rural,8331,203,Quincenal,1,1362,Comercio,7515,65,2630.25,470,171,957,585,557,1
SOL-000750,55,F,viudo,Familiar,2,Selva,Urbano,1197,328,Quincenal,76,1578,Transporte,13262,75,3315.5,640,65,396,2033,485,1
SOL-000751,42,F,conviviente,Propia,4,Selva,Rural,7021,303,Mensual,527,1744,Comercio,5510,60,2204,710,62,324,3252,793,1
SOL-000752,47,F,casado,Alquilada,4,Costa,Rural,2842,190,Semanal,884,820,Comercio,11892,77,2735.16,840,135,227,3583,456,1
SOL-000753,63,M,conviviente,Familiar,3,Sierra,Periurbano,9194,131,Diario,1644,236,Produccion,19008,68,6082.56,740,97,1110,3526,724,1
SOL-000754,29,M,conviviente,Propia,3,Costa,Rural,8198,239,Quincenal,297,1119,Produccion,11647,10,10482.3,700,164,779,3857,307,1
SOL-000755,70,M,soltero,Alquilada,2,Selva,Rural,7636,238,Semanal,19,987,Transporte,12550,61,4894.5,470,176,275,2814,315,1
SOL-000756,38,F,soltero,Alquilada,5,Selva,Rural,5382,289,Mensual,972,174,Transporte,10282,70,3084.6,840,71,1497,1363,355,1
SOL-000757,29,M,soltero,Propia,6,Sierra,Rural,3581,359,Diario,1791,1492,Produccion,5900,55,2655,1020,90,412,528,740,1
SOL-000758,50,M,casado,Propia,1,Sierra,Urbano,3947,213,Mensual,1598,1778,Servicios,1830,56,805.2,520,88,1198,2231,553,1
SOL-000759,60,F,divorciado,Alquilada,4,Costa,Rural,9722,68,Diario,500,1187,Servicios,7407,55,3333.15,840,140,1096,1619,710,1
SOL-000760,61,F,conviviente,Alquilada,1,Sierra,Periurbano,4956,176,Quincenal,409,1227,Servicios,18430,69,5713.3,450,155,575,3534,666,1
SOL-000761,41,F,casado,Alquilada,4,Selva,Rural,4911,199,Diario,353,1334,Transporte,8814,68,2820.48,710,198,1228,4960,764,1
SOL-000762,58,F,conviviente,Alquilada,2,Sierra,Rural,5594,276,Diario,1375,682,Transporte,9432,56,4150.08,520,52,1275,3905,604,1
SOL-000763,22,M,divorciado,Propia,5,Sierra,Periurbano,2895,57,Diario,1737,726,Produccion,8916,54,4101.36,1050,160,1330,2075,579,1
SOL-000764,22,M,casado,Alquilada,3,Selva,Urbano,9775,31,Semanal,1604,877,Comercio,16312,30,11418.4,800,139,163,3395,437,1
SOL-000765,28,M,divorciado,Alquilada,2,Selva,Periurbano,5479,282,Quincenal,1986,1603,Transporte,12710,60,5084,580,180,587,2039,535,1
SOL-000766,43,M,casado,Propia,4,Selva,Rural,7100,74,Diario,209,578,Comercio,19733,65,6906.55,710,65,1277,3943,395,1
SOL-000767,19,M,conviviente,Familiar,2,Costa,Periurbano,2710,164,Semanal,162,1279,Servicios,13834,42,8023.72,630,67,205,2283,729,1
SOL-000768,40,M,soltero,Alquilada,5,Selva,Periurbano,8941,53,Semanal,1119,547,Produccion,9001,65,3150.35,1080,144,1007,2658,580,1
SOL-000769,23,M,casado,Alquilada,2,Sierra,Periurbano,2015,335,Diario,1758,1948,Servicios,18294,73,4939.38,590,74,1051,4910,455,1
SOL-000770,25,F,soltero,Alquilada,4,Costa,Rural,8149,151,Mensual,696,670,Servicios,8481,70,2544.3,840,140,1364,2533,681,1
SOL-000771,66,M,casado,Familiar,2,Costa,Urbano,7332,217,Semanal,638,1342,Produccion,15958,72,4468.24,710,179,454,3715,441,1
SOL-000772,69,F,viudo,Familiar,4,Costa,Periurbano,3881,338,Mensual,1480,717,Produccion,19563,54,8998.98,960,146,789,1836,755,1
SOL-000773,45,F,divorciado,Propia,4,Selva,Periurbano,9826,181,Semanal,897,923,Transporte,13953,71,4046.37,920,110,1165,4107,386,1
SOL-000774,21,M,divorciado,Alquilada,6,Costa,Periurbano,6339,56,Diario,864,1157,Produccion,14461,35,9399.65,1300,185,1374,4014,405,1
SOL-000775,55,F,casado,Familiar,5,Costa,Rural,585,281,Quincenal,448,1550,Comercio,2349,20,1879.2,1000,56,918,4597,583,1
SOL-000776,43,M,soltero,Alquilada,2,Selva,Periurbano,5687,106,Diario,1926,78,Servicios,19955,70,5986.5,580,155,237,1881,567,1
SOL-000777,30,M,soltero,Alquilada,3,Selva,Urbano,7733,349,Semanal,1445,84,Comercio,11390,53,5353.3,800,175,579,4756,467,1
SOL-000778,61,F,soltero,Familiar,2,Costa,Periurbano,4725,219,Diario,646,802,Servicios,9164,10,8247.6,630,131,107,1296,703,1
SOL-000779,25,M,divorciado,Familiar,5,Sierra,Urbano,6355,189,Mensual,1536,70,Transporte,19941,64,7178.76,1180,148,256,1698,754,1
SOL-000780,29,F,soltero,Propia,3,Sierra,Rural,7493,359,Semanal,1081,1237,Servicios,2932,73,791.64,630,67,435,747,787,1
SOL-000781,34,F,divorciado,Alquilada,5,Sierra,Periurbano,6849,136,Semanal,234,461,Produccion,2675,50,1337.5,1050,116,1117,2423,623,0
SOL-000782,59,F,soltero,Familiar,6,Costa,Urbano,1764,145,Mensual,701,86,Transporte,19068,50,9534,1440,136,1459,2455,711,1
SOL-000783,57,M,divorciado,Propia,5,Costa,Periurbano,9911,86,Diario,722,83,Produccion,16592,65,5807.2,1130,111,473,3655,435,1
SOL-000784,70,M,casado,Familiar,4,Costa,Periurbano,7955,37,Mensual,1848,378,Comercio,9380,66,3189.2,960,163,1263,634,548,1
SOL-000785,46,F,conviviente,Alquilada,6,Costa,Rural,9981,53,Quincenal,1342,199,Servicios,12035,50,6017.5,1150,52,1090,4531,846,1
SOL-000786,70,M,soltero,Familiar,3,Sierra,Rural,1942,191,Quincenal,222,698,Servicios,1445,10,1300.5,630,149,313,1049,347,1
SOL-000787,22,M,casado,Propia,2,Selva,Urbano,9513,158,Mensual,1762,1097,Servicios,10641,54,4894.86,640,98,538,4657,509,1
SOL-000788,58,M,soltero,Propia,3,Sierra,Urbano,5172,332,Diario,53,304,Servicios,2833,58,1189.86,830,92,1383,3423,352,0
SOL-000789,37,F,divorciado,Alquilada,1,Sierra,Rural,6587,70,Mensual,1181,1078,Servicios,6752,64,2430.72,390,96,395,3606,491,1
SOL-000790,50,M,divorciado,Propia,3,Sierra,Rural,5924,316,Quincenal,1764,1232,Produccion,17426,43,9932.82,630,163,195,2856,834,1
SOL-000791,39,M,soltero,Familiar,1,Sierra,Urbano,8751,320,Mensual,510,1757,Produccion,18437,55,8296.65,520,178,953,3085,536,1
SOL-000792,27,F,divorciado,Propia,3,Selva,Rural,7456,169,Semanal,597,1669,Servicios,2810,77,646.3,590,155,1103,2439,655,1
SOL-000793,56,M,viudo,Propia,2,Sierra,Periurbano,695,268,Quincenal,1816,62,Produccion,14295,70,4288.5,590,148,855,3349,491,1
SOL-000794,25,M,divorciado,Alquilada,6,Selva,Periurbano,8799,169,Diario,674,1867,Transporte,9657,66,3283.38,1240,131,1099,2870,638,1
SOL-000795,53,M,conviviente,Familiar,5,Costa,Rural,9916,317,Semanal,1993,746,Transporte,5588,15,4749.8,1000,167,599,2368,526,1
SOL-000796,40,M,soltero,Alquilada,1,Selva,Urbano,2075,55,Mensual,1958,748,Comercio,10215,60,4086,490,135,1442,2697,704,1
SOL-000797,49,M,soltero,Propia,4,Sierra,Urbano,2448,265,Quincenal,1912,391,Comercio,1997,68,639.04,1000,121,684,2127,772,1
SOL-000798,67,M,soltero,Alquilada,5,Costa,Rural,3813,206,Semanal,759,1922,Servicios,1646,60,658.4,1000,154,403,2533,385,1
SOL-000799,48,M,casado,Alquilada,2,Sierra,Urbano,1694,237,Mensual,797,1304,Produccion,17385,56,7649.4,670,145,580,3302,448,1
SOL-000800,38,M,viudo,Alquilada,1,Selva,Periurbano,7508,268,Mensual,296,1073,Comercio,17949,78,3948.78,430,138,610,2474,356,1
SOL-000801,48,F,viudo,Familiar,4,Selva,Urbano,6523,72,Diario,1802,876,Comercio,10400,26,7696,990,120,202,4436,671,1
SOL-000802,51,F,viudo,Familiar,6,Selva,Rural,5709,234,Semanal,351,80,Transporte,1962,60,784.8,970,118,444,2558,690,0
SOL-000803,33,F,divorciado,Alquilada,6,Sierra,Periurbano,3045,37,Diario,134,731,Comercio,1042,43,593.94,1210,171,191,2148,762,0
SOL-000804,51,M,casado,Familiar,1,Sierra,Urbano,6776,291,Semanal,1848,1362,Servicios,7124,73,1923.48,520,132,335,316,549,1
SOL-000805,51,M,divorciado,Familiar,3,Costa,Periurbano,2026,32,Semanal,696,1846,Produccion,5433,70,1629.9,790,198,390,1137,598,1
SOL-000806,36,M,divorciado,Propia,6,Costa,Periurbano,9949,293,Diario,1787,1263,Comercio,15074,60,6029.6,1300,193,1490,3551,656,1
SOL-000807,27,F,conviviente,Familiar,4,Costa,Periurbano,3337,278,Quincenal,1496,121,Servicios,17131,40,10278.6,960,180,1417,592,761,1
SOL-000808,69,M,viudo,Alquilada,1,Selva,Rural,3004,343,Diario,1790,1599,Transporte,12575,50,6287.5,350,152,536,598,590,1
SOL-000809,33,M,viudo,Alquilada,5,Costa,Rural,7550,260,Mensual,360,893,Produccion,11359,75,2839.75,1000,144,1340,502,549,1
SOL-000810,20,F,divorciado,Familiar,5,Costa,Urbano,4522,107,Quincenal,870,1640,Servicios,1675,52,804,1250,82,174,3647,687,1
SOL-000811,53,F,casado,Propia,1,Selva,Rural,6776,222,Semanal,932,1562,Comercio,17066,74,4437.16,350,167,590,2837,470,1
SOL-000812,70,M,viudo,Propia,1,Costa,Periurbano,2797,95,Mensual,9,1135,Comercio,8352,70,2505.6,480,133,1104,4193,358,1
SOL-000813,24,F,casado,Alquilada,2,Costa,Urbano,8380,244,Quincenal,708,1372,Servicios,10742,73,2900.34,710,70,773,1811,569,1
SOL-000814,65,M,divorciado,Propia,1,Costa,Urbano,515,90,Quincenal,739,1188,Transporte,6823,70,2046.9,550,125,1487,2049,557,1
SOL-000815,50,F,divorciado,Alquilada,3,Sierra,Periurbano,2351,196,Quincenal,1312,1380,Transporte,19550,69,6060.5,740,115,332,766,546,1
SOL-000816,52,M,divorciado,Propia,2,Selva,Rural,4848,193,Semanal,684,1279,Comercio,15625,68,5000,470,85,1076,772,316,1
SOL-000817,33,F,casado,Alquilada,1,Costa,Periurbano,9920,194,Mensual,1415,172,Produccion,7147,70,2144.1,480,99,121,586,304,1
SOL-000818,56,M,soltero,Familiar,4,Costa,Periurbano,7342,100,Semanal,1528,1276,Comercio,7301,50,3650.5,960,78,938,1612,530,1
SOL-000819,62,F,casado,Alquilada,1,Costa,Periurbano,882,31,Quincenal,1783,913,Transporte,5540,65,1939,480,182,1195,3929,564,1
SOL-000820,23,F,conviviente,Familiar,6,Costa,Urbano,7752,162,Semanal,1150,1593,Produccion,8002,70,2400.6,1440,91,574,2860,386,1
SOL-000821,34,M,casado,Alquilada,2,Costa,Periurbano,7859,259,Quincenal,1607,499,Servicios,19772,75,4943,630,65,918,2070,830,1
SOL-000822,52,M,conviviente,Familiar,6,Sierra,Urbano,6375,173,Quincenal,1740,315,Produccion,11091,66,3770.94,1350,169,692,4018,383,1
SOL-000823,58,M,conviviente,Propia,2,Sierra,Urbano,6216,46,Semanal,1847,1749,Comercio,19938,72,5582.64,670,104,938,2452,819,1
SOL-000824,25,F,casado,Propia,2,Selva,Periurbano,7057,280,Semanal,620,285,Transporte,2340,65,819,580,121,918,1590,570,0
SOL-000825,20,F,viudo,Alquilada,1,Costa,Urbano,3754,224,Mensual,1675,1811,Produccion,19546,53,9186.62,550,62,1333,940,625,1
SOL-000826,30,M,casado,Familiar,3,Selva,Urbano,5985,265,Mensual,381,549,Comercio,12231,72,3424.68,800,140,943,3359,476,1
SOL-000827,44,F,soltero,Propia,1,Costa,Rural,7360,52,Semanal,1443,13,Servicios,13665,40,8199,430,140,1222,1401,782,1
SOL-000828,22,M,conviviente,Propia,5,Sierra,Rural,2766,150,Diario,1290,1266,Comercio,7301,75,1825.25,890,146,613,4611,828,1
SOL-000829,59,M,soltero,Familiar,3,Sierra,Periurbano,6574,321,Mensual,822,513,Comercio,10298,74,2677.48,740,98,980,3231,592,1
SOL-000830,51,M,soltero,Familiar,3,Selva,Rural,3670,227,Diario,240,812,Produccion,10811,75,2702.75,590,93,737,3444,844,1
SOL-000831,43,M,viudo,Alquilada,1,Selva,Urbano,3128,218,Diario,356,1264,Comercio,19954,63,7382.98,490,95,766,491,508,1
SOL-000832,19,F,divorciado,Propia,6,Sierra,Rural,8943,342,Diario,417,117,Transporte,10132,61,3951.48,1020,169,659,3142,693,1
SOL-000833,55,M,casado,Familiar,5,Sierra,Periurbano,2305,249,Mensual,1368,1676,Servicios,18264,80,3652.8,1050,89,492,4415,610,1
SOL-000834,44,M,viudo,Propia,6,Costa,Rural,4854,150,Diario,1351,462,Comercio,15494,70,4648.2,1150,116,594,3135,421,1
SOL-000835,55,F,conviviente,Propia,4,Selva,Periurbano,9559,110,Quincenal,1324,812,Comercio,7623,78,1677.06,920,77,752,2267,486,1
SOL-000836,69,M,conviviente,Alquilada,4,Sierra,Rural,4326,42,Diario,1755,856,Comercio,5207,35,3384.55,750,96,918,4032,410,1
SOL-000837,55,F,divorciado,Familiar,5,Selva,Periurbano,3093,161,Quincenal,1872,1654,Servicios,17176,40,10305.6,1080,115,1015,3044,653,1
SOL-000838,52,F,casado,Propia,3,Sierra,Rural,6714,87,Semanal,1198,1467,Comercio,3737,73,1008.99,630,181,1332,1238,646,1
SOL-000839,63,F,conviviente,Propia,1,Sierra,Periurbano,5681,65,Diario,84,1894,Servicios,19407,10,17466.3,450,125,1139,3957,373,1
SOL-000840,42,F,soltero,Propia,6,Selva,Rural,6012,315,Diario,148,1933,Comercio,18605,42,10790.9,970,88,495,2134,668,1
SOL-000841,21,F,soltero,Propia,1,Selva,Periurbano,7371,268,Diario,1211,664,Produccion,5146,71,1492.34,430,55,490,3263,597,1
SOL-000842,28,M,soltero,Familiar,1,Selva,Urbano,9949,181,Quincenal,533,1035,Comercio,15117,10,13605.3,490,174,1221,3524,561,1
SOL-000843,60,M,soltero,Familiar,2,Selva,Periurbano,4727,59,Diario,115,1065,Produccion,9522,70,2856.6,580,160,733,3286,629,1
SOL-000844,59,M,soltero,Familiar,4,Sierra,Rural,5237,40,Mensual,1417,1690,Comercio,14682,15,12479.7,750,128,876,3852,557,1
SOL-000845,41,F,viudo,Alquilada,3,Selva,Rural,4655,129,Semanal,833,393,Transporte,5410,40,3246,590,98,198,4318,635,1
SOL-000846,32,F,soltero,Familiar,3,Costa,Rural,5843,349,Mensual,241,1661,Servicios,1767,67,583.11,700,155,1158,4171,503,0
SOL-000847,23,M,casado,Propia,5,Sierra,Periurbano,9124,151,Diario,1711,1694,Servicios,4434,42,2571.72,1050,64,774,560,391,1
SOL-000848,52,M,divorciado,Familiar,3,Selva,Urbano,7220,278,Semanal,1851,1193,Servicios,10626,68,3400.32,800,158,263,934,730,1
SOL-000849,55,M,conviviente,Familiar,5,Sierra,Rural,5783,305,Diario,102,1160,Servicios,14846,40,8907.6,890,103,1499,2336,647,1
SOL-000850,42,F,viudo,Alquilada,2,Sierra,Urbano,4662,202,Semanal,1852,1181,Comercio,1701,35,1105.65,670,109,602,1122,605,1
SOL-000851,69,M,conviviente,Familiar,6,Selva,Rural,5478,317,Semanal,1345,1131,Produccion,8338,52,4002.24,970,86,796,1185,556,1
SOL-000852,52,F,soltero,Propia,5,Selva,Rural,4832,107,Quincenal,1588,279,Servicios,5015,53,2357.05,840,135,1221,1287,770,1
SOL-000853,22,F,casado,Propia,4,Costa,Periurbano,4027,346,Semanal,1197,1369,Servicios,19382,35,12598.3,960,106,134,2725,817,1
SOL-000854,45,F,casado,Alquilada,2,Selva,Urbano,3080,46,Diario,682,1173,Servicios,8104,38,5024.48,640,172,263,1283,300,1
SOL-000855,63,F,casado,Familiar,1,Sierra,Urbano,9581,320,Mensual,581,484,Servicios,2563,67,845.79,520,175,647,2852,790,0
SOL-000856,19,F,soltero,Alquilada,3,Costa,Periurbano,2196,295,Diario,81,1119,Transporte,1801,65,630.35,790,191,734,1550,474,0
SOL-000857,18,M,viudo,Propia,3,Sierra,Periurbano,3213,298,Mensual,1786,1597,Transporte,1148,52,551.04,740,52,957,4595,429,1
SOL-000858,54,F,divorciado,Propia,6,Costa,Rural,8555,313,Quincenal,289,1098,Produccion,2362,69,732.22,1150,158,698,815,745,0
SOL-000859,67,M,soltero,Propia,1,Sierra,Urbano,698,256,Mensual,1582,1168,Transporte,9570,69,2966.7,520,72,658,4397,575,1
SOL-000860,47,M,divorciado,Familiar,1,Sierra,Rural,4299,170,Mensual,315,64,Servicios,6765,76,1623.6,390,105,1301,2670,841,0
SOL-000861,24,F,soltero,Alquilada,1,Sierra,Urbano,7441,205,Semanal,1655,1805,Transporte,5920,71,1716.8,520,136,277,3681,731,1
SOL-000862,22,M,divorciado,Alquilada,4,Selva,Periurbano,4158,227,Quincenal,1542,261,Produccion,8331,15,7081.35,920,184,1192,3983,798,1
SOL-000863,69,F,viudo,Propia,2,Sierra,Urbano,6649,251,Quincenal,190,1531,Servicios,9897,76,2375.28,670,98,1255,483,775,1
SOL-000864,46,F,viudo,Propia,6,Sierra,Rural,8167,92,Diario,1884,1246,Produccion,1565,68,500.8,1020,125,1125,3804,560,1
SOL-000865,29,M,divorciado,Familiar,5,Sierra,Urbano,2193,146,Semanal,23,1626,Produccion,2969,67,979.77,1180,134,955,1164,806,0
SOL-000866,40,F,divorciado,Alquilada,3,Selva,Rural,806,242,Mensual,1376,956,Produccion,14616,50,7308,590,52,1115,1009,741,1
SOL-000867,28,M,conviviente,Familiar,2,Sierra,Rural,7291,328,Semanal,1211,1405,Produccion,17721,66,6025.14,520,151,1119,1920,402,1
SOL-000868,63,M,conviviente,Alquilada,2,Costa,Urbano,4410,151,Diario,1434,1066,Transporte,11715,61,4568.85,710,193,1263,290,365,1
SOL-000869,37,M,conviviente,Familiar,2,Sierra,Rural,2735,58,Semanal,1750,1158,Servicios,10321,53,4850.87,520,152,1205,2647,832,1
SOL-000870,61,M,soltero,Propia,5,Costa,Rural,6332,337,Mensual,426,1242,Servicios,10289,52,4938.72,1000,62,873,3158,672,1
SOL-000871,35,F,soltero,Familiar,2,Selva,Urbano,3522,107,Diario,988,288,Servicios,6629,15,5634.65,640,68,735,3270,728,1
SOL-000872,22,F,soltero,Propia,6,Sierra,Rural,2090,359,Mensual,1097,823,Transporte,7445,34,4913.7,1020,195,297,4531,678,1
SOL-000873,61,F,viudo,Alquilada,6,Sierra,Periurbano,8486,202,Semanal,1238,1855,Servicios,17432,72,4880.96,1210,74,1383,3594,539,1
SOL-000874,63,F,soltero,Familiar,6,Costa,Urbano,5132,70,Mensual,297,1788,Servicios,15468,68,4949.76,1440,76,323,374,529,1
SOL-000875,32,M,viudo,Alquilada,4,Costa,Urbano,8491,197,Semanal,539,1453,Transporte,19798,66,6731.32,1070,95,1079,2824,339,1
SOL-000876,31,F,soltero,Alquilada,3,Costa,Periurbano,6952,279,Mensual,1885,1379,Transporte,15762,69,4886.22,790,111,1033,250,848,1
SOL-000877,28,M,divorciado,Alquilada,3,Sierra,Periurbano,4562,140,Diario,1921,367,Transporte,8791,40,5274.6,740,125,1026,224,685,1
SOL-000878,38,M,viudo,Familiar,2,Sierra,Periurbano,9405,178,Mensual,872,397,Transporte,17944,77,4127.12,590,126,281,4620,675,1
SOL-000879,61,M,soltero,Propia,1,Selva,Rural,7499,80,Semanal,1348,51,Produccion,17441,68,5581.12,350,81,315,235,450,1
SOL-000880,49,M,soltero,Propia,6,Selva,Rural,3447,112,Quincenal,1501,384,Comercio,16348,71,4740.92,970,182,503,2306,791,1
SOL-000881,60,F,viudo,Familiar,1,Sierra,Rural,8357,214,Mensual,786,720,Produccion,2132,63,788.84,390,142,229,2144,807,1
SOL-000882,69,M,viudo,Familiar,2,Selva,Periurbano,1306,263,Mensual,1833,1510,Produccion,10329,63,3821.73,580,60,586,983,518,1
SOL-000883,44,M,viudo,Alquilada,6,Selva,Rural,3018,359,Semanal,1996,1309,Servicios,2089,65,731.15,970,200,1080,1910,516,1
SOL-000884,65,M,divorciado,Alquilada,4,Selva,Rural,7886,324,Quincenal,685,764,Servicios,9664,65,3382.4,710,183,1379,2918,457,1
SOL-000885,19,F,soltero,Alquilada,3,Selva,Urbano,9500,301,Diario,1310,654,Servicios,11458,73,3093.66,800,85,815,686,628,1
SOL-000886,33,F,divorciado,Propia,3,Sierra,Rural,6006,311,Quincenal,639,1838,Servicios,7045,18,5776.9,630,85,559,1258,383,1
SOL-000887,60,M,soltero,Propia,3,Sierra,Rural,1964,43,Diario,129,1477,Comercio,1583,40,949.8,630,124,1254,2260,740,0
SOL-000888,46,F,soltero,Alquilada,5,Sierra,Urbano,9217,291,Diario,474,893,Comercio,19965,68,6388.8,1180,109,650,3623,845,1
SOL-000889,52,M,viudo,Propia,3,Costa,Periurbano,918,188,Quincenal,1351,1505,Servicios,7930,42,4599.4,790,62,546,1041,524,1
SOL-000890,44,M,conviviente,Familiar,3,Selva,Rural,3690,102,Mensual,1241,917,Servicios,8711,53,4094.17,590,76,471,547,578,1
SOL-000891,46,F,conviviente,Familiar,4,Sierra,Periurbano,8602,168,Mensual,23,1631,Transporte,9664,71,2802.56,890,140,940,2391,583,1
SOL-000892,45,M,viudo,Alquilada,5,Sierra,Rural,9339,331,Semanal,1006,670,Comercio,10034,63,3712.58,890,128,278,511,710,1
SOL-000893,51,F,casado,Familiar,6,Sierra,Urbano,846,138,Quincenal,1845,682,Produccion,14892,40,8935.2,1350,135,548,891,806,1
SOL-000894,58,F,casado,Alquilada,5,Costa,Periurbano,9396,68,Quincenal,615,1198,Produccion,3278,34,2163.48,1130,187,1166,2279,664,1
SOL-000895,60,M,soltero,Familiar,6,Costa,Periurbano,5551,80,Semanal,1963,1079,Comercio,1164,17,966.12,1300,100,1480,3900,793,0
SOL-000896,47,M,casado,Alquilada,3,Selva,Urbano,7652,331,Mensual,405,1602,Transporte,3768,63,1394.16,800,115,586,4085,590,1
SOL-000897,21,M,conviviente,Familiar,1,Costa,Periurbano,1703,72,Diario,1252,345,Transporte,18617,40,11170.2,480,119,327,2549,715,1
SOL-000898,45,M,divorciado,Familiar,5,Costa,Rural,1080,234,Quincenal,513,1778,Servicios,7310,38,4532.2,1000,80,352,4256,705,1
SOL-000899,21,F,viudo,Propia,2,Costa,Periurbano,7968,115,Quincenal,566,661,Transporte,9674,52,4643.52,630,67,322,3844,625,1
SOL-000900,38,F,soltero,Propia,6,Sierra,Rural,7002,56,Mensual,567,1789,Servicios,11140,72,3119.2,1020,134,514,342,434,1
SOL-000901,68,F,divorciado,Propia,6,Sierra,Periurbano,6547,212,Semanal,647,1366,Comercio,1097,40,658.2,1210,127,1165,2204,829,0
SOL-000902,28,M,conviviente,Familiar,4,Selva,Rural,9027,315,Diario,865,618,Produccion,17857,85,2678.55,710,154,619,1325,456,1
SOL-000903,36,F,soltero,Alquilada,2,Sierra,Periurbano,1587,123,Mensual,395,947,Comercio,7794,73,2104.38,590,171,448,2507,326,1
SOL-000904,40,M,soltero,Familiar,5,Costa,Rural,7146,179,Mensual,1331,193,Servicios,7724,77,1776.52,1000,197,448,3572,709,1
SOL-000905,37,F,casado,Propia,4,Costa,Urbano,7725,140,Semanal,1247,1911,Transporte,1690,65,591.5,1070,66,1263,1283,731,1
SOL-000906,47,F,soltero,Familiar,5,Sierra,Urbano,3459,230,Mensual,444,926,Produccion,12878,69,3992.18,1180,105,583,1369,576,1
SOL-000907,48,F,conviviente,Familiar,3,Selva,Urbano,7376,48,Diario,1311,1306,Comercio,16606,70,4981.8,800,144,465,2717,476,1
SOL-000908,55,M,viudo,Familiar,5,Sierra,Rural,3589,271,Diario,1287,14,Comercio,13972,49,7125.72,890,159,117,859,810,1
SOL-000909,45,M,soltero,Propia,5,Costa,Urbano,1296,247,Quincenal,232,542,Transporte,9880,69,3062.8,1250,193,176,2572,590,1
SOL-000910,22,M,divorciado,Propia,3,Sierra,Rural,7471,131,Semanal,444,805,Produccion,7434,65,2601.9,630,109,306,3952,835,1
SOL-000911,30,M,divorciado,Propia,5,Selva,Urbano,2477,260,Mensual,762,1434,Servicios,7961,59,3264.01,1160,77,485,2408,706,1
SOL-000912,29,F,soltero,Familiar,6,Sierra,Rural,3156,73,Quincenal,1642,44,Transporte,16354,73,4415.58,1020,103,1209,4931,488,1
SOL-000913,56,F,soltero,Alquilada,2,Sierra,Rural,9178,75,Mensual,1048,1767,Transporte,10327,68,3304.64,520,181,1450,3187,423,1
SOL-000914,39,M,viudo,Propia,6,Costa,Urbano,8114,200,Quincenal,1814,1363,Transporte,9376,77,2156.48,1440,105,343,4445,603,1
SOL-000915,56,F,viudo,Familiar,5,Selva,Urbano,1989,148,Quincenal,464,131,Transporte,14404,57,6193.72,1160,189,1126,1716,459,1
SOL-000916,58,F,casado,Propia,3,Selva,Rural,8130,89,Mensual,1129,1146,Produccion,10807,58,4538.94,590,152,424,3353,602,1
SOL-000917,48,M,viudo,Familiar,1,Sierra,Periurbano,8258,289,Mensual,1887,706,Servicios,15655,74,4070.3,450,105,271,1495,597,1
SOL-000918,26,M,divorciado,Alquilada,1,Costa,Periurbano,1379,231,Semanal,1225,660,Produccion,16767,68,5365.44,480,181,1223,3228,434,1
SOL-000919,52,M,viudo,Propia,5,Sierra,Rural,7383,334,Quincenal,233,1585,Servicios,11985,68,3835.2,890,174,310,544,315,1
SOL-000920,58,M,conviviente,Propia,2,Costa,Urbano,4941,154,Mensual,710,108,Produccion,15055,67,4968.15,710,124,131,4937,399,1
SOL-000921,49,F,conviviente,Familiar,5,Sierra,Rural,4098,204,Mensual,1693,693,Produccion,19201,40,11520.6,890,178,1146,4642,848,1
SOL-000922,67,M,viudo,Familiar,6,Selva,Urbano,8427,215,Semanal,408,1953,Servicios,2072,70,621.6,1330,165,1331,659,574,0
SOL-000923,50,M,casado,Alquilada,1,Selva,Rural,9562,112,Mensual,539,1214,Comercio,15802,79,3318.42,350,94,962,4450,830,1
SOL-000924,28,M,viudo,Alquilada,3,Selva,Rural,9918,341,Quincenal,110,1249,Servicios,13263,77,3050.49,590,142,248,2367,354,1
