ID,edad,genero,estado_civil,tipo_vivienda,integrantes,zona_geografica,tipo_zona,monto_solicitado,plazo,periodo,ingreso_adicional,ingreso_terceros,sector_economico,ingreso_mensual_bruto,costo_inversion,ingreso_mensual_neto,gasto_basico,gastos_operativos,gastos_financieros,deuda_total_financiera,puntaje_experian,aprobado
SOL-000730,36,M,viudo,Alquilada,3,Costa,Periurbano,391,40,Diario,1822,65,Comercio,3551,45,1953.05,790,193,54,1296,891,1
SOL-000731,35,M,viudo,Propia,6,Selva,Periurbano,3288,5,Mensual,413,894,Produccion,4490,68,1436.8,1240,109,226,7232,384,0
SOL-000732,21,F,soltero,Propia,1,Costa,Rural,1079,3,Mensual,437,726,Produccion,1562,70,468.6,430,50,111,1665,605,0
SOL-000733,60,M,conviviente,Alquilada,3,Selva,Rural,3533,32,Diario,2241,2312,Transporte,4899,70,1469.7,590,118,42,1680,666,1
SOL-000734,35,F,casado,Alquilada,3,Selva,Periurbano,1723,8,Quincenal,1549,2315,Servicios,8551,66,2907.34,740,152,574,16072,440,1
SOL-000735,32,F,casado,Alquilada,1,Selva,Urbano,7801,21,Quincenal,1655,1541,Produccion,5161,42,2993.38,490,278,53,1696,995,1
SOL-000736,55,M,conviviente,Propia,6,Sierra,Rural,9117,95,Diario,5196,2049,Transporte,7717,60,3086.8,1020,215,207,7245,625,1
SOL-000737,30,M,conviviente,Propia,2,Selva,Urbano,10825,8,Mensual,181,1726,Transporte,5667,18,4646.94,640,99,251,6024,781,1
SOL-000738,19,M,soltero,Familiar,1,Sierra,Rural,6127,9,Quincenal,2810,236,Comercio,7391,60,2956.4,390,108,611,9165,625,1
SOL-000739,42,M,soltero,Propia,1,Sierra,Urbano,5981,37,Semanal,5166,2392,Servicios,9196,64,3310.56,520,111,61,1708,914,1
SOL-000740,64,F,divorciado,Propia,5,Sierra,Urbano,1538,23,Semanal,433,1724,Comercio,3507,50,1753.5,1180,85,419,7542,320,0
SOL-000741,23,F,casado,Familiar,3,Sierra,Urbano,6206,8,Quincenal,1808,1754,Transporte,9820,50,4910,830,360,40,600,872,1
SOL-000742,47,F,conviviente,Familiar,6,Selva,Periurbano,1293,116,Diario,426,4266,Comercio,8821,40,5292.6,1240,289,1235,59280,296,0
SOL-000743,28,M,soltero,Alquilada,1,Sierra,Periurbano,2898,56,Diario,5369,312,Produccion,8103,56,3565.32,450,230,721,17304,353,0
SOL-000744,52,M,casado,Alquilada,5,Sierra,Urbano,3193,110,Diario,1800,1734,Comercio,6268,67,2068.44,1180,50,444,15540,68,0
SOL-000745,58,F,divorciado,Familiar,1,Selva,Urbano,851,33,Diario,2673,1354,Produccion,3863,58,1622.46,490,82,12,588,804,1
SOL-000746,61,M,viudo,Alquilada,1,Selva,Periurbano,1260,3,Quincenal,210,1832,Comercio,3973,70,1191.9,430,75,261,7308,223,0
SOL-000747,32,F,soltero,Propia,1,Sierra,Rural,1231,97,Diario,4716,1396,Comercio,7843,71,2274.47,390,189,371,5936,636,1
SOL-000748,18,M,soltero,Alquilada,1,Costa,Urbano,3768,10,Mensual,3219,468,Servicios,7015,72,1964.2,550,63,244,8540,420,1
SOL-000749,69,M,casado,Propia,6,Selva,Rural,3428,6,Mensual,1796,2021,Comercio,4748,65,1661.8,970,60,277,4155,565,1
SOL-000750,46,M,soltero,Alquilada,1,Selva,Periurbano,2059,48,Diario,3513,3319,Transporte,8453,70,2535.9,430,206,325,20800,246,0
SOL-000751,30,F,soltero,Alquilada,1,Costa,Periurbano,1752,80,Diario,264,912,Produccion,2775,72,777,480,55,3,48,820,1
SOL-000752,44,F,viudo,Familiar,4,Selva,Rural,750,21,Semanal,581,117,Comercio,1078,52,517.44,710,50,38,912,702,0
SOL-000753,59,F,divorciado,Alquilada,6,Selva,Periurbano,3800,32,Diario,1580,1449,Comercio,3571,58,1499.82,1240,108,17,544,941,0
SOL-000754,43,M,divorciado,Propia,5,Sierra,Rural,1045,112,Diario,687,2213,Transporte,4607,56,2027.08,890,89,579,24318,30,0
SOL-000755,36,F,divorciado,Familiar,3,Sierra,Rural,1652,24,Quincenal,144,3484,Transporte,9398,76,2255.52,630,82,200,2400,752,1
SOL-000756,38,M,casado,Familiar,6,Sierra,Rural,7417,11,Quincenal,2338,4446,Transporte,9596,70,2878.8,1020,142,252,12348,390,0
SOL-000757,67,F,divorciado,Alquilada,3,Sierra,Urbano,2965,39,Semanal,480,3323,Servicios,6779,72,1898.12,830,123,536,15008,138,0
SOL-000758,49,M,viudo,Familiar,2,Costa,Rural,8565,22,Semanal,1032,1576,Servicios,5080,22,3962.4,560,392,1072,26800,270,0
SOL-000759,37,F,casado,Alquilada,4,Sierra,Periurbano,747,10,Mensual,1601,214,Produccion,2351,69,728.81,890,69,39,1365,678,1
SOL-000760,42,F,divorciado,Familiar,6,Sierra,Periurbano,2072,41,Semanal,3989,1982,Comercio,9190,53,4319.3,1210,88,766,30640,73,0
SOL-000761,55,F,viudo,Familiar,4,Costa,Urbano,4162,4,Mensual,4512,756,Produccion,9936,70,2980.8,1070,70,391,16422,417,0
SOL-000762,54,F,viudo,Familiar,4,Sierra,Rural,3695,6,Mensual,486,1113,Produccion,4629,67,1527.57,750,122,12,216,872,1
SOL-000763,23,M,divorciado,Propia,3,Sierra,Urbano,6364,81,Diario,4381,4181,Comercio,8430,63,3119.1,830,87,32,288,896,1
SOL-000764,46,F,conviviente,Alquilada,4,Costa,Rural,4983,58,Diario,2038,2102,Produccion,5402,68,1728.64,840,52,27,1512,974,1
SOL-000765,67,M,soltero,Propia,1,Selva,Rural,5297,47,Diario,5276,1952,Transporte,8360,54,3845.6,350,151,387,18576,467,0
SOL-000766,32,F,casado,Familiar,4,Sierra,Urbano,1075,97,Diario,4055,1473,Servicios,5892,34,3888.72,1000,245,1104,16560,434,1
SOL-000767,20,F,soltero,Familiar,1,Sierra,Rural,3654,10,Quincenal,3945,2338,Transporte,7642,72,2139.76,390,119,56,1008,854,1
SOL-000768,29,M,soltero,Propia,1,Selva,Periurbano,418,7,Quincenal,2801,881,Transporte,4765,70,1429.5,430,81,280,5880,330,1
SOL-000769,37,M,viudo,Alquilada,1,Costa,Rural,2302,93,Diario,578,395,Transporte,4641,77,1067.43,430,71,136,2040,666,0
SOL-000770,30,M,soltero,Familiar,1,Sierra,Rural,2047,32,Diario,686,51,Produccion,2467,65,863.45,390,54,131,3144,547,0
SOL-000771,18,F,soltero,Familiar,1,Costa,Rural,681,4,Quincenal,617,1488,Produccion,9327,70,2798.1,430,256,403,16120,307,0
SOL-000772,67,M,divorciado,Propia,1,Sierra,Periurbano,1939,5,Mensual,848,396,Comercio,2106,53,989.82,450,90,65,975,805,1
SOL-000773,34,M,divorciado,Propia,6,Costa,Urbano,2501,54,Diario,1279,422,Comercio,4037,57,1735.91,1440,74,407,8547,486,0
SOL-000774,29,M,divorciado,Familiar,4,Selva,Urbano,4029,39,Diario,1019,1833,Transporte,6805,70,2041.5,990,120,419,12570,36,0
SOL-000775,64,M,soltero,Familiar,1,Costa,Periurbano,4960,44,Diario,6064,703,Comercio,9076,18,7442.32,480,465,974,27272,531,1
SOL-000776,19,M,soltero,Propia,1,Selva,Rural,3879,11,Mensual,608,248,Servicios,5880,73,1587.6,350,149,207,8694,498,0
SOL-000777,31,M,soltero,Alquilada,1,Costa,Periurbano,498,24,Semanal,6126,2369,Produccion,9665,70,2899.5,480,202,188,6580,544,1
SOL-000778,54,M,viudo,Propia,3,Sierra,Urbano,2524,5,Mensual,1025,1234,Produccion,4472,55,2012.4,830,70,95,3040,724,1
SOL-000779,47,F,viudo,Propia,4,Selva,Periurbano,6361,7,Mensual,548,1712,Transporte,9831,78,2162.82,920,144,502,21084,143,0
SOL-000780,33,F,divorciado,Alquilada,6,Costa,Urbano,646,33,Diario,1981,3065,Transporte,8438,70,2531.4,1440,186,459,19278,238,0
SOL-000781,63,M,casado,Propia,1,Costa,Rural,6943,5,Mensual,3710,891,Transporte,8453,58,3550.26,430,325,837,26784,129,0
SOL-000782,34,F,soltero,Propia,1,Costa,Rural,1776,8,Mensual,1635,8,Servicios,2685,51,1315.65,430,114,132,4224,635,1
SOL-000783,33,F,viudo,Alquilada,5,Costa,Rural,6827,19,Quincenal,3511,969,Transporte,9973,73,2692.71,1000,103,777,18648,224,0
SOL-000784,30,M,casado,Propia,4,Sierra,Urbano,6538,65,Diario,2333,1800,Produccion,3763,34,2483.58,1000,78,367,4404,783,0
SOL-000785,54,M,conviviente,Familiar,2,Sierra,Periurbano,5645,17,Quincenal,2529,3332,Transporte,6890,61,2687.1,590,268,471,14130,468,1
SOL-000786,44,M,viudo,Familiar,6,Selva,Rural,1821,69,Diario,1365,1705,Produccion,6938,31,4787.22,970,279,798,14364,611,1
SOL-000787,25,M,conviviente,Familiar,3,Sierra,Periurbano,3597,9,Mensual,321,2330,Servicios,6236,72,1746.08,740,131,306,6426,630,1
SOL-000788,22,F,casado,Propia,4,Sierra,Periurbano,8246,11,Mensual,3800,2249,Servicios,9376,41,5531.84,890,374,79,3318,891,1
SOL-000789,55,F,conviviente,Familiar,2,Selva,Rural,5604,51,Diario,2796,4544,Comercio,9752,73,2633.04,470,62,124,2976,668,1
SOL-000790,52,F,divorciado,Propia,2,Costa,Rural,415,12,Mensual,2552,653,Transporte,4559,55,2051.55,560,167,124,3968,790,1
SOL-000791,44,M,casado,Propia,2,Costa,Periurbano,1183,6,Mensual,183,805,Comercio,1755,68,561.6,630,54,81,3969,14,0
SOL-000792,54,M,viudo,Alquilada,3,Costa,Periurbano,1163,43,Diario,3498,2062,Comercio,9548,17,7924.84,790,398,405,14580,669,1
SOL-000793,54,M,soltero,Familiar,1,Costa,Periurbano,5736,51,Diario,123,1543,Transporte,7119,70,2135.7,480,171,120,1440,969,0
SOL-000794,37,M,casado,Familiar,6,Costa,Urbano,5866,47,Diario,1023,1540,Produccion,4268,30,2987.6,1440,179,602,12642,429,0
SOL-000795,37,M,viudo,Propia,1,Costa,Periurbano,5483,9,Mensual,581,2384,Produccion,6397,55,2878.65,480,71,84,5376,782,1
SOL-000796,70,F,soltero,Alquilada,1,Sierra,Urbano,1467,37,Semanal,247,3240,Servicios,9625,76,2310,520,112,7,168,817,1
SOL-000797,70,M,divorciado,Propia,5,Sierra,Rural,3366,6,Quincenal,128,606,Comercio,8000,65,2800,890,113,474,26544,38,0
SOL-000798,60,M,conviviente,Alquilada,2,Sierra,Rural,385,28,Semanal,604,55,Servicios,1500,64,540,520,50,64,576,750,1
SOL-000799,52,F,soltero,Alquilada,1,Costa,Urbano,535,35,Semanal,2340,511,Transporte,3877,55,1744.65,550,112,298,4768,527,1
SOL-000800,47,F,soltero,Alquilada,1,Selva,Urbano,704,3,Quincenal,682,218,Produccion,1160,67,382.8,490,47,82,1722,320,0
SOL-000801,64,M,divorciado,Familiar,2,Costa,Periurbano,2063,21,Quincenal,2954,2345,Comercio,9995,61,3898.05,630,102,289,16184,422,1
SOL-000802,63,F,casado,Alquilada,2,Sierra,Periurbano,6363,3,Quincenal,5482,1954,Produccion,9343,76,2242.32,590,123,551,26999,214,0
SOL-000803,39,F,viudo,Alquilada,4,Selva,Urbano,2988,45,Semanal,974,423,Produccion,3985,55,1793.25,990,92,143,4576,577,0
SOL-000804,57,F,soltero,Alquilada,1,Sierra,Periurbano,3421,59,Diario,3255,2027,Transporte,6023,40,3613.8,450,57,893,32148,138,0
SOL-000805,25,M,viudo,Alquilada,5,Sierra,Periurbano,452,10,Mensual,4741,1122,Comercio,7423,68,2375.36,1050,176,408,11424,398,1
SOL-000806,29,F,soltero,Propia,1,Sierra,Urbano,5316,10,Mensual,2004,2138,Comercio,7026,58,2950.92,520,209,464,8352,546,1
SOL-000807,39,M,viudo,Alquilada,5,Selva,Urbano,2333,3,Mensual,904,1130,Produccion,3482,70,1044.6,1160,86,193,10808,196,0
SOL-000808,27,F,viudo,Familiar,3,Costa,Urbano,6430,4,Quincenal,1798,3048,Produccion,8652,70,2595.6,890,87,452,5424,625,0
SOL-000809,65,F,divorciado,Familiar,1,Sierra,Rural,3249,25,Semanal,2059,840,Comercio,5943,34,3922.38,390,292,358,11456,537,1
SOL-000810,31,M,divorciado,Familiar,1,Costa,Periurbano,5917,9,Mensual,4164,502,Servicios,8419,68,2694.08,480,247,760,42560,284,0
SOL-000811,50,F,casado,Alquilada,3,Sierra,Periurbano,2919,16,Semanal,640,2160,Comercio,4569,71,1325.01,740,76,291,13968,46,0
SOL-000812,38,M,viudo,Familiar,6,Selva,Urbano,9660,20,Semanal,4299,2313,Comercio,7746,42,4492.68,1330,84,213,4473,812,1
SOL-000813,25,F,conviviente,Alquilada,1,Sierra,Periurbano,3174,5,Quincenal,3379,844,Comercio,5045,70,1513.5,450,82,141,1269,863,1
SOL-000814,43,M,conviviente,Propia,6,Sierra,Rural,3507,18,Semanal,1242,2256,Servicios,5153,70,1545.9,1020,96,253,7084,368,0
SOL-000815,19,F,soltero,Propia,1,Selva,Urbano,5511,4,Mensual,1668,343,Servicios,6735,49,3434.85,490,337,1011,21231,68,0
SOL-000816,51,M,divorciado,Propia,2,Sierra,Periurbano,1952,95,Diario,1591,761,Produccion,2308,62,877.04,590,59,15,315,889,1
SOL-000817,33,F,conviviente,Propia,5,Costa,Periurbano,1027,44,Diario,941,248,Comercio,3195,70,958.5,1130,77,151,5436,475,0
SOL-000818,40,F,casado,Alquilada,5,Costa,Periurbano,8079,43,Semanal,2176,394,Produccion,5804,40,3482.4,1130,293,19,798,907,1
SOL-000819,51,F,divorciado,Alquilada,6,Sierra,Periurbano,3437,90,Diario,1138,972,Transporte,2972,10,2674.8,1210,267,318,10176,529,0
SOL-000820,42,M,conviviente,Familiar,5,Sierra,Rural,4180,5,Mensual,893,272,Servicios,5013,63,1854.81,890,110,516,25284,295,0
SOL-000821,53,M,divorciado,Familiar,5,Costa,Periurbano,1728,14,Semanal,1561,241,Servicios,2281,65,798.35,1130,63,169,9464,6,0
SOL-000822,45,F,viudo,Familiar,6,Selva,Urbano,2001,7,Mensual,2380,207,Produccion,3986,60,1594.4,1330,57,432,13824,275,0
SOL-000823,51,M,soltero,Familiar,1,Selva,Urbano,7714,64,Diario,3387,4022,Servicios,9723,68,3111.36,490,143,655,18340,499,0
SOL-000824,31,M,divorciado,Propia,1,Costa,Rural,1523,48,Semanal,962,1321,Transporte,2852,77,655.96,430,53,146,5840,202,0
SOL-000825,29,M,soltero,Familiar,1,Costa,Periurbano,1460,102,Diario,70,41,Comercio,3351,63,1239.87,480,98,268,6432,425,0
SOL-000826,20,F,soltero,Familiar,1,Costa,Rural,903,3,Quincenal,769,133,Comercio,2577,59,1056.57,430,94,54,3024,523,0
SOL-000827,32,F,soltero,Propia,1,Selva,Rural,668,7,Mensual,3079,216,Produccion,4586,68,1467.52,350,87,178,2670,775,1
SOL-000828,70,M,casado,Alquilada,2,Selva,Rural,1647,2,Quincenal,4400,3065,Servicios,9049,76,2171.76,470,52,233,4194,736,1
SOL-000829,56,F,divorciado,Alquilada,2,Sierra,Rural,3975,101,Diario,300,2935,Servicios,6556,64,2360.16,520,54,443,24808,238,0
SOL-000830,65,F,soltero,Propia,1,Sierra,Urbano,2065,8,Mensual,1640,1377,Produccion,2937,76,704.88,520,54,1,42,865,1
SOL-000831,42,F,conviviente,Alquilada,5,Sierra,Rural,2513,84,Diario,1293,467,Transporte,2650,63,980.5,890,90,230,8050,206,0
SOL-000832,32,M,divorciado,Propia,3,Sierra,Rural,2885,9,Mensual,705,341,Servicios,2803,53,1317.41,630,128,378,7938,37,0
SOL-000833,20,M,soltero,Alquilada,1,Sierra,Rural,2507,11,Mensual,1669,78,Transporte,5317,60,2126.8,390,154,130,8320,551,1
SOL-000834,33,M,soltero,Propia,1,Costa,Rural,4053,6,Mensual,2473,635,Transporte,4023,62,1528.74,430,53,215,6880,408,0
SOL-000835,54,F,soltero,Alquilada,1,Costa,Periurbano,18431,12,Mensual,6516,1215,Produccion,9784,35,6359.6,480,270,1452,50820,10,0
SOL-000836,58,F,conviviente,Propia,2,Selva,Urbano,1411,8,Mensual,2502,1129,Comercio,4909,70,1472.7,640,59,343,16807,206,0
SOL-000837,43,M,viudo,Alquilada,2,Sierra,Rural,5291,9,Mensual,5677,1708,Servicios,8694,66,2955.96,520,129,809,32360,37,0
SOL-000838,46,M,conviviente,Familiar,6,Sierra,Periurbano,980,4,Mensual,2670,2783,Transporte,5742,53,2698.74,1210,71,280,17920,68,0
SOL-000839,64,F,soltero,Alquilada,1,Sierra,Periurbano,6040,7,Mensual,3532,348,Comercio,8430,70,2529,450,235,749,35952,154,0
SOL-000840,42,M,conviviente,Propia,3,Sierra,Periurbano,2430,90,Diario,1408,871,Produccion,6210,56,2732.4,740,264,332,6640,534,0
SOL-000841,18,F,soltero,Propia,1,Sierra,Periurbano,7921,29,Semanal,3931,3786,Transporte,8867,68,2837.44,450,123,469,22512,195,0
SOL-000842,29,M,soltero,Alquilada,1,Sierra,Rural,3401,107,Diario,2,2011,Transporte,4720,73,1274.4,390,105,227,6810,350,0
SOL-000843,50,F,divorciado,Familiar,2,Selva,Urbano,3388,25,Semanal,1343,448,Transporte,2062,40,1237.2,640,91,22,1232,942,1
SOL-000844,24,F,viudo,Alquilada,5,Costa,Rural,9358,56,Diario,412,962,Servicios,4370,15,3714.5,1000,351,5,105,994,0
SOL-000845,25,M,viudo,Propia,4,Selva,Rural,9597,29,Semanal,6156,2560,Produccion,9914,45,5452.7,710,95,865,27680,306,0
SOL-000846,30,M,casado,Alquilada,6,Sierra,Urbano,1987,66,Diario,865,1390,Comercio,3600,76,864,1350,61,59,1416,763,0
SOL-000847,50,M,casado,Propia,4,Costa,Urbano,370,9,Mensual,1118,1099,Transporte,3661,59,1501.01,1070,96,303,3636,544,1
SOL-000848,26,F,casado,Propia,1,Selva,Periurbano,417,59,Diario,109,302,Servicios,1563,57,672.09,430,61,197,1773,636,0
SOL-000849,29,M,casado,Familiar,6,Costa,Periurbano,2678,4,Mensual,1431,898,Produccion,5604,63,2073.48,1300,146,162,3402,699,1
SOL-000850,22,M,divorciado,Familiar,3,Costa,Rural,1529,4,Mensual,288,255,Transporte,3413,73,921.51,700,59,265,11130,58,0
SOL-000851,57,F,divorciado,Alquilada,4,Costa,Periurbano,6130,23,Quincenal,1842,2656,Servicios,6603,66,2245.02,960,76,20,980,974,1
SOL-000852,21,M,soltero,Alquilada,1,Costa,Periurbano,6435,8,Mensual,4055,3205,Transporte,6507,60,2602.8,480,185,315,12600,376,1
SOL-000853,22,M,divorciado,Propia,3,Selva,Rural,2249,51,Diario,3498,1811,Produccion,6428,61,2506.92,590,229,550,16500,219,0
SOL-000854,18,M,soltero,Propia,1,Selva,Periurbano,4001,45,Semanal,1771,935,Servicios,9248,58,3884.16,430,85,130,1950,910,1
SOL-000855,22,F,conviviente,Propia,1,Sierra,Periurbano,638,24,Quincenal,6821,2583,Servicios,9762,68,3123.84,450,57,220,10560,608,1
SOL-000856,40,M,casado,Propia,6,Selva,Periurbano,651,4,Quincenal,381,550,Servicios,1171,76,281.04,1240,43,49,1029,630,0
SOL-000857,27,M,soltero,Propia,1,Costa,Rural,4594,23,Quincenal,3097,393,Produccion,7904,67,2608.32,430,241,70,1260,975,1
SOL-000858,29,M,divorciado,Familiar,2,Selva,Urbano,365,3,Mensual,158,1082,Servicios,4979,63,1842.23,640,100,147,1764,826,1
SOL-000859,66,M,conviviente,Alquilada,2,Costa,Periurbano,3297,4,Mensual,357,782,Comercio,2500,40,1500,630,122,349,12564,141,0
SOL-000860,68,M,soltero,Familiar,1,Selva,Urbano,2781,3,Quincenal,145,926,Comercio,4203,65,1471.05,490,130,267,6408,324,0
SOL-000861,49,M,casado,Propia,2,Costa,Rural,3612,17,Quincenal,693,870,Transporte,1743,30,1220.1,560,117,183,6405,338,0
SOL-000862,45,M,conviviente,Familiar,4,Sierra,Rural,903,12,Mensual,3398,2729,Transporte,7673,76,1841.52,750,72,354,9912,305,1
SOL-000863,50,M,soltero,Alquilada,1,Costa,Rural,2518,19,Quincenal,2628,740,Transporte,7582,63,2805.34,430,233,306,9180,614,1
SOL-000864,70,F,divorciado,Propia,1,Selva,Urbano,1906,52,Semanal,1867,2328,Transporte,5475,73,1478.25,490,137,313,10016,15,0
SOL-000865,51,M,soltero,Familiar,1,Selva,Urbano,6998,63,Diario,3307,2733,Produccion,8887,66,3021.58,490,136,712,11392,578,0
SOL-000866,41,F,conviviente,Alquilada,2,Sierra,Urbano,2740,14,Quincenal,2436,717,Comercio,3743,71,1085.47,670,94,239,10038,227,0
SOL-000867,31,M,viudo,Alquilada,2,Selva,Rural,5908,19,Quincenal,3230,1799,Servicios,4984,58,2093.28,470,193,424,6360,501,1
SOL-000868,55,F,soltero,Alquilada,1,Costa,Periurbano,11372,6,Mensual,613,2566,Comercio,9309,35,6050.85,480,83,1006,30180,323,0
SOL-000869,39,F,soltero,Familiar,1,Selva,Urbano,16645,11,Quincenal,2213,2513,Transporte,8101,15,6885.85,490,147,1715,109760,283,0
SOL-000870,36,M,viudo,Familiar,3,Selva,Urbano,496,31,Semanal,4988,3027,Comercio,9408,73,2540.16,800,140,208,3744,659,1
SOL-000871,67,F,conviviente,Familiar,6,Selva,Rural,6168,32,Diario,2700,131,Comercio,9158,70,2747.4,970,263,794,50816,98,0
SOL-000872,67,M,soltero,Familiar,1,Sierra,Periurbano,782,11,Quincenal,1215,1470,Transporte,6358,68,2034.56,450,132,135,3240,745,1
SOL-000873,46,M,viudo,Familiar,3,Selva,Urbano,7383,81,Diario,2765,3287,Servicios,8425,30,5897.5,800,555,1122,13464,519,0
SOL-000874,58,F,soltero,Propia,1,Sierra,Rural,2998,67,Diario,1345,260,Produccion,2399,25,1799.25,390,89,297,8316,330,0
SOL-000875,41,M,divorciado,Propia,6,Selva,Periurbano,1088,7,Mensual,165,27,Comercio,9271,68,2966.72,1240,101,554,9972,512,0
SOL-000876,25,F,soltero,Alquilada,1,Costa,Periurbano,1555,3,Mensual,713,743,Comercio,2172,58,912.24,480,53,110,5280,310,0
SOL-000877,35,M,soltero,Propia,1,Costa,Urbano,6541,67,Diario,4878,317,Servicios,8237,72,2306.36,550,160,119,2499,785,1
SOL-000878,52,F,soltero,Alquilada,1,Selva,Rural,3648,99,Diario,1342,916,Comercio,8528,61,3325.92,350,272,186,6510,751,1
SOL-000879,44,M,conviviente,Propia,5,Costa,Periurbano,5637,52,Diario,1617,1361,Servicios,5531,35,3595.15,1130,198,699,22368,238,0
SOL-000880,24,M,viudo,Familiar,6,Selva,Rural,1217,11,Quincenal,1049,225,Produccion,1926,67,635.58,970,62,164,3936,176,0
SOL-000881,65,F,viudo,Propia,4,Costa,Periurbano,1019,6,Quincenal,331,36,Transporte,2162,73,583.74,960,56,166,2656,497,0
SOL-000882,19,F,soltero,Propia,1,Sierra,Periurbano,17395,7,Mensual,2705,3375,Comercio,8600,13,7482,450,382,863,34520,429,0
SOL-000883,49,F,divorciado,Propia,4,Costa,Rural,1726,5,Mensual,222,288,Comercio,1753,40,1051.8,840,74,160,2560,612,0
SOL-000884,36,F,divorciado,Familiar,2,Costa,Rural,3231,112,Diario,4311,594,Transporte,8250,67,2722.5,560,192,208,4992,798,1
SOL-000885,28,M,divorciado,Alquilada,1,Sierra,Rural,439,2,Quincenal,783,831,Servicios,2323,74,603.98,390,51,38,950,668,1
SOL-000886,39,M,divorciado,Propia,1,Selva,Periurbano,823,9,Quincenal,612,556,Produccion,1801,71,522.29,430,51,77,1155,564,0
SOL-000887,57,M,soltero,Alquilada,1,Sierra,Rural,2649,53,Diario,1528,526,Servicios,2231,49,1137.81,390,104,133,5320,489,0
SOL-000888,60,M,conviviente,Familiar,6,Selva,Periurbano,5056,76,Diario,2346,213,Servicios,6347,63,2348.39,1240,87,385,24640,174,0
SOL-000889,22,F,conviviente,Propia,4,Selva,Urbano,7506,77,Diario,4415,4101,Produccion,9108,49,4645.08,990,249,786,16506,514,1
SOL-000890,31,M,soltero,Propia,1,Costa,Rural,7579,6,Semanal,6325,3301,Transporte,9500,68,3040,430,301,126,3024,829,1
SOL-000891,59,F,conviviente,Propia,3,Sierra,Periurbano,817,42,Semanal,2427,1047,Servicios,9243,70,2772.9,740,144,4,120,907,1
SOL-000892,25,M,casado,Alquilada,1,Selva,Urbano,3692,50,Diario,4301,2350,Servicios,6571,64,2365.56,490,66,629,15096,17,0
SOL-000893,43,F,conviviente,Familiar,1,Sierra,Periurbano,1232,83,Diario,2889,964,Transporte,8100,60,3240,450,119,212,7420,613,1
SOL-000894,42,F,viudo,Propia,5,Costa,Urbano,5114,32,Diario,5643,3990,Transporte,8678,59,3557.98,1250,117,66,1320,847,1
SOL-000895,53,M,divorciado,Alquilada,2,Selva,Rural,698,8,Mensual,2349,4052,Servicios,9131,70,2739.3,470,159,437,24472,120,1
SOL-000896,20,F,soltero,Familiar,1,Sierra,Urbano,962,15,Quincenal,3635,522,Produccion,6581,65,2303.35,520,112,201,3015,781,1
SOL-000897,50,F,divorciado,Propia,3,Sierra,Periurbano,6214,6,Quincenal,2240,1945,Comercio,5123,56,2254.12,740,170,13,390,886,1
SOL-000898,31,M,conviviente,Propia,3,Costa,Urbano,9187,7,Quincenal,2369,2847,Comercio,9567,56,4209.48,890,348,711,45504,128,0
SOL-000899,27,M,viudo,Alquilada,4,Costa,Periurbano,4294,119,Diario,1193,2081,Transporte,6308,70,1892.4,960,54,522,14616,267,0
SOL-000900,66,F,soltero,Propia,1,Selva,Periurbano,3004,23,Semanal,3773,861,Comercio,6483,63,2398.71,430,213,6,126,846,1
SOL-000901,40,F,casado,Familiar,4,Costa,Periurbano,2577,13,Semanal,310,1,Transporte,2313,52,1110.24,960,90,246,9840,207,0
SOL-000902,46,M,divorciado,Propia,1,Costa,Periurbano,3809,84,Diario,674,1550,Transporte,3638,60,1455.2,480,135,399,13965,18,0
SOL-000903,37,M,divorciado,Alquilada,5,Sierra,Rural,2760,37,Diario,1641,1887,Produccion,4278,70,1283.4,890,56,134,2412,721,0
SOL-000904,28,M,conviviente,Alquilada,4,Costa,Rural,4086,16,Semanal,3664,47,Servicios,7377,70,2213.1,840,120,468,16380,84,0
SOL-000905,60,M,conviviente,Propia,1,Selva,Periurbano,8071,48,Diario,691,2,Transporte,7226,60,2890.4,430,262,809,19416,73,0
SOL-000906,21,F,soltero,Alquilada,1,Costa,Urbano,710,8,Quincenal,652,141,Produccion,1008,35,655.2,550,64,59,885,668,0
SOL-000907,20,F,soltero,Alquilada,1,Selva,Periurbano,3123,4,Semanal,260,1367,Produccion,5402,78,1188.44,430,64,329,9870,222,0
SOL-000908,69,M,soltero,Propia,1,Selva,Periurbano,1492,8,Semanal,2265,1806,Servicios,7060,78,1553.2,430,132,416,14560,186,0
SOL-000909,48,M,viudo,Propia,5,Costa,Periurbano,2810,56,Diario,1511,299,Servicios,4109,65,1438.15,1130,107,279,5022,540,0
SOL-000910,51,F,casado,Alquilada,4,Sierra,Rural,4322,71,Diario,2506,1553,Produccion,6801,76,1632.24,750,56,59,2065,696,1
SOL-000911,67,F,casado,Propia,6,Sierra,Urbano,870,8,Mensual,1065,331,Transporte,3415,63,1263.55,1350,61,166,1494,669,1
SOL-000912,38,F,viudo,Alquilada,6,Sierra,Urbano,5454,9,Mensual,2968,2268,Servicios,8977,74,2334.02,1350,118,53,795,907,1
SOL-000913,42,M,soltero,Alquilada,1,Selva,Urbano,8617,15,Quincenal,2697,1954,Transporte,4547,15,3864.95,490,110,822,39456,281,0
SOL-000914,33,M,divorciado,Familiar,6,Selva,Periurbano,622,7,Semanal,799,617,Produccion,1270,66,431.8,1240,46,118,4130,191,0
SOL-000915,42,F,casado,Propia,1,Selva,Periurbano,1378,35,Semanal,868,1276,Comercio,8411,67,2775.63,430,265,693,27720,21,0
