ID,edad,genero,estado_civil,tipo_vivienda,integrantes,zona_geografica,tipo_zona,monto_solicitado,plazo,periodo,ingreso_adicional,ingreso_terceros,sector_economico,ingreso_mensual_bruto,costo_inversion,ingreso_mensual_neto,gasto_basico,gastos_operativos,gastos_financieros,deuda_total_financiera,puntaje_experian,aprobado
SOL-002720,20,F,soltero,Familiar,2,Selva,Periurbano,5222,321,Mensual,1593,1214,Transporte,10033,53,4715.51,580,91,759,4788,331,1
SOL-002721,63,F,soltero,Alquilada,3,Costa,Periurbano,8557,217,Diario,549,362,Transporte,14977,66,5092.18,790,98,928,4093,596,1
SOL-002722,47,M,divorciado,Propia,3,Costa,Rural,9210,99,Diario,424,1283,Servicios,5353,67,1766.49,700,124,551,2951,818,1
SOL-002723,36,M,conviviente,Familiar,3,Sierra,Periurbano,9577,353,Semanal,1718,916,Transporte,11995,62,4558.1,740,85,365,3462,606,1
SOL-002724,44,F,viudo,Alquilada,4,Sierra,Rural,9550,276,Semanal,1319,120,Transporte,19532,34,12891.12,750,121,550,1895,373,1
SOL-002725,68,M,casado,Alquilada,1,Selva,Periurbano,6554,43,Quincenal,1917,1222,Servicios,10389,53,4882.83,430,165,749,3109,776,1
SOL-002726,30,F,viudo,Alquilada,3,Sierra,Urbano,825,170,Quincenal,527,944,Servicios,3865,60,1546,830,145,1060,2461,727,0
SOL-002727,53,M,divorciado,Familiar,1,Sierra,Rural,8438,309,Quincenal,657,1832,Comercio,19793,63,7323.41,390,58,1359,3833,575,1
SOL-002728,57,M,casado,Propia,3,Costa,Rural,9091,250,Semanal,658,1521,Produccion,12597,35,8188.05,700,127,519,4797,822,1
SOL-002729,57,M,viudo,Familiar,1,Selva,Periurbano,2197,156,Semanal,1189,499,Transporte,3059,63,1131.83,430,143,773,3182,411,1
SOL-002730,66,M,casado,Familiar,6,Costa,Periurbano,9340,194,Mensual,1473,334,Produccion,13729,57,5903.47,1300,128,499,2562,449,1
SOL-002731,54,F,casado,Alquilada,5,Costa,Periurbano,9101,270,Diario,788,472,Comercio,8267,61,3224.13,1130,177,211,3186,429,1
SOL-002732,30,M,soltero,Alquilada,4,Sierra,Periurbano,6368,242,Semanal,998,488,Servicios,19501,55,8775.45,890,97,1233,3338,479,1
SOL-002733,45,F,soltero,Familiar,1,Costa,Rural,4013,318,Mensual,627,682,Servicios,15563,71,4513.27,430,71,1442,1720,534,1
SOL-002734,37,F,viudo,Propia,4,Costa,Urbano,4182,43,Mensual,1753,173,Comercio,12321,33,8255.07,1070,108,192,849,849,1
SOL-002735,70,F,divorciado,Familiar,6,Costa,Rural,5228,172,Mensual,158,1796,Servicios,15947,38,9887.14,1150,100,922,1070,818,1
SOL-002736,52,F,viudo,Alquilada,6,Selva,Urbano,2154,239,Mensual,271,789,Comercio,9792,40,5875.2,1330,151,1351,775,322,1
SOL-002737,49,F,conviviente,Familiar,5,Sierra,Urbano,754,93,Diario,1077,828,Transporte,8384,72,2347.52,1180,97,121,3714,799,1
SOL-002738,67,F,viudo,Propia,4,Sierra,Urbano,4776,125,Diario,430,1146,Comercio,3855,69,1195.05,1000,52,1221,4762,498,0
SOL-002739,27,M,divorciado,Familiar,2,Sierra,Rural,5504,144,Diario,1472,104,Transporte,9685,65,3389.75,520,137,431,3929,493,1
SOL-002740,34,F,divorciado,Propia,3,Sierra,Urbano,4976,93,Mensual,142,636,Produccion,2315,68,740.8,830,140,596,4985,701,0
SOL-002741,52,F,soltero,Familiar,3,Selva,Periurbano,5935,198,Diario,1935,1154,Produccion,3192,26,2362.08,740,77,1434,3033,467,1
SOL-002742,28,F,divorciado,Propia,2,Costa,Urbano,7339,272,Mensual,820,1275,Produccion,3391,40,2034.6,710,187,138,1504,544,1
SOL-002743,25,F,divorciado,Familiar,6,Costa,Periurbano,8607,166,Mensual,384,1751,Transporte,11173,70,3351.9,1300,154,1289,2925,707,1
SOL-002744,62,F,conviviente,Familiar,4,Costa,Urbano,6355,123,Quincenal,161,1916,Transporte,15166,75,3791.5,1070,144,1417,2712,455,1
SOL-002745,45,M,casado,Propia,3,Selva,Rural,756,136,Quincenal,1592,105,Produccion,10723,60,4289.2,590,90,1358,984,302,1
SOL-002746,59,M,casado,Familiar,1,Selva,Periurbano,1687,51,Semanal,48,501,Produccion,15271,30,10689.7,430,133,1320,912,733,1
SOL-002747,25,F,soltero,Alquilada,5,Costa,Urbano,4061,246,Diario,1523,640,Servicios,11457,77,2635.11,1250,66,1148,1429,372,1
SOL-002748,33,F,casado,Propia,5,Costa,Urbano,2096,237,Quincenal,508,663,Servicios,4393,75,1098.25,1250,94,355,357,625,0
SOL-002749,61,M,soltero,Alquilada,3,Costa,Periurbano,5130,84,Diario,547,907,Servicios,12374,64,4454.64,790,135,533,3265,439,1
SOL-002750,59,M,viudo,Propia,2,Costa,Urbano,5078,195,Quincenal,1784,655,Produccion,16057,71,4656.53,710,52,1400,475,710,1
SOL-002751,48,F,casado,Alquilada,3,Sierra,Periurbano,1707,56,Mensual,1910,1336,Comercio,15315,40,9189,740,101,516,4710,502,1
SOL-002752,53,F,casado,Propia,6,Sierra,Urbano,6386,174,Semanal,992,510,Produccion,16123,40,9673.8,1350,108,1147,778,828,1
SOL-002753,64,M,viudo,Propia,2,Sierra,Rural,8553,289,Diario,1109,1223,Servicios,5675,55,2553.75,520,60,1252,2018,701,1
SOL-002754,65,M,casado,Alquilada,1,Sierra,Rural,7023,170,Quincenal,1369,1851,Comercio,11021,59,4518.61,390,150,828,4347,339,1
SOL-002755,49,M,viudo,Alquilada,2,Selva,Rural,2508,204,Mensual,154,158,Servicios,18330,65,6415.5,470,192,546,1626,739,1
SOL-002756,29,F,viudo,Propia,6,Sierra,Rural,3434,198,Mensual,739,1979,Produccion,4778,71,1385.62,1020,59,839,486,328,1
SOL-002757,66,M,divorciado,Alquilada,6,Selva,Rural,8177,240,Quincenal,1211,1456,Comercio,2012,60,804.8,970,87,1146,4816,838,1
SOL-002758,38,F,soltero,Alquilada,6,Costa,Periurbano,2034,62,Quincenal,1615,1434,Comercio,3147,68,1007.04,1300,173,569,3464,453,1
SOL-002759,40,M,viudo,Alquilada,5,Sierra,Rural,8702,121,Semanal,1276,1227,Transporte,6559,56,2885.96,890,193,137,443,512,1
SOL-002760,60,F,viudo,Propia,4,Costa,Periurbano,8626,183,Semanal,869,120,Comercio,11412,58,4793.04,960,106,649,3008,347,1
SOL-002761,24,F,viudo,Alquilada,5,Selva,Rural,5121,141,Semanal,628,532,Comercio,18327,69,5681.37,840,169,531,500,537,1
SOL-002762,21,M,viudo,Alquilada,5,Selva,Periurbano,6387,266,Quincenal,1414,1626,Servicios,15883,77,3653.09,1080,58,185,3180,564,1
SOL-002763,55,M,casado,Alquilada,6,Sierra,Rural,7028,315,Mensual,1974,425,Comercio,16945,53,7964.15,1020,126,248,4051,776,1
SOL-002764,70,F,soltero,Alquilada,3,Costa,Urbano,1234,179,Quincenal,1575,749,Transporte,9340,38,5790.8,890,120,488,3884,346,1
SOL-002765,32,F,casado,Alquilada,5,Sierra,Periurbano,4660,311,Quincenal,642,1804,Transporte,8135,56,3579.4,1050,98,325,4270,797,1
SOL-002766,68,F,soltero,Familiar,4,Costa,Urbano,5439,81,Quincenal,1559,1352,Transporte,16499,69,5114.69,1070,196,756,1597,500,1
SOL-002767,66,M,divorciado,Propia,3,Selva,Urbano,2922,109,Mensual,1091,995,Comercio,9486,71,2750.94,800,143,105,714,808,1
SOL-002768,18,F,divorciado,Familiar,3,Sierra,Periurbano,4668,58,Semanal,55,1198,Servicios,6130,54,2819.8,740,58,1036,3810,637,1
SOL-002769,28,F,casado,Familiar,3,Sierra,Rural,9664,211,Diario,806,246,Transporte,3399,53,1597.53,630,134,886,2677,507,1
SOL-002770,44,F,divorciado,Propia,1,Sierra,Rural,4193,223,Diario,1435,1643,Comercio,1504,80,300.8,390,89,140,2704,722,1
SOL-002771,58,M,divorciado,Alquilada,1,Selva,Rural,6591,250,Quincenal,1827,751,Produccion,12126,45,6669.3,350,114,769,3914,830,1
SOL-002772,29,F,viudo,Propia,5,Costa,Rural,2234,187,Mensual,753,920,Comercio,14135,59,5795.35,1000,120,460,1833,361,1
SOL-002773,20,F,casado,Familiar,2,Sierra,Rural,3201,75,Diario,1245,1068,Servicios,7660,59,3140.6,520,178,191,4598,808,1
SOL-002774,42,F,casado,Alquilada,6,Costa,Rural,7529,66,Diario,443,259,Comercio,17007,40,10204.2,1150,70,355,2751,718,1
SOL-002775,21,F,divorciado,Familiar,6,Costa,Rural,4967,135,Diario,1245,391,Comercio,9608,59,3939.28,1150,176,239,2267,334,1
SOL-002776,46,M,casado,Propia,6,Sierra,Periurbano,3928,320,Semanal,462,1483,Comercio,9416,57,4048.88,1210,162,781,2330,371,1
SOL-002777,18,M,conviviente,Alquilada,4,Sierra,Urbano,2292,324,Diario,558,1363,Servicios,16034,65,5611.9,1000,62,768,843,716,1
SOL-002778,39,F,conviviente,Propia,3,Selva,Urbano,3980,123,Diario,68,714,Servicios,5114,15,4346.9,800,136,973,646,579,1
SOL-002779,59,F,conviviente,Propia,6,Sierra,Periurbano,7783,240,Semanal,502,844,Transporte,14877,68,4760.64,1210,105,169,1782,711,1
SOL-002780,53,M,viudo,Propia,3,Costa,Periurbano,5669,120,Quincenal,590,1684,Produccion,2409,63,891.33,790,193,927,2421,547,1
SOL-002781,24,M,divorciado,Propia,3,Costa,Urbano,9727,156,Diario,50,175,Transporte,2005,40,1203,890,150,1050,1850,731,0
SOL-002782,40,F,casado,Alquilada,1,Sierra,Urbano,7684,338,Quincenal,1414,486,Produccion,11794,61,4599.66,520,180,851,2946,608,1
SOL-002783,23,M,conviviente,Familiar,6,Selva,Urbano,7247,96,Mensual,1378,1700,Comercio,18903,58,7939.26,1330,115,497,3900,748,1
SOL-002784,64,F,viudo,Propia,4,Costa,Rural,4847,299,Quincenal,253,925,Comercio,9807,74,2549.82,840,125,510,2789,727,1
SOL-002785,66,F,soltero,Familiar,4,Selva,Rural,2900,203,Mensual,1479,449,Produccion,4285,38,2656.7,710,93,804,1643,453,1
SOL-002786,56,F,casado,Propia,2,Costa,Rural,6096,151,Quincenal,1029,1787,Transporte,13538,67,4467.54,560,123,733,356,405,1
SOL-002787,43,F,divorciado,Alquilada,3,Costa,Rural,9630,246,Quincenal,1105,1630,Produccion,4477,74,1164.02,700,138,997,1622,554,1
SOL-002788,42,M,soltero,Propia,1,Selva,Urbano,1306,235,Semanal,195,45,Transporte,3975,65,1391.25,490,75,678,1857,378,0
SOL-002789,51,F,divorciado,Familiar,2,Sierra,Rural,4502,277,Diario,298,1599,Servicios,6552,71,1900.08,520,80,396,4664,360,1
SOL-002790,43,M,conviviente,Propia,4,Costa,Urbano,2177,92,Semanal,1017,938,Comercio,2677,30,1873.9,1070,66,1281,4579,725,1
SOL-002791,42,F,conviviente,Familiar,5,Selva,Periurbano,3251,306,Diario,584,916,Transporte,16378,61,6387.42,1080,87,842,1140,679,1
SOL-002792,27,M,soltero,Familiar,5,Sierra,Rural,7042,224,Mensual,445,671,Produccion,8325,56,3663,890,99,887,1615,507,1
SOL-002793,48,M,casado,Alquilada,6,Sierra,Rural,7549,124,Semanal,1141,1006,Comercio,8121,74,2111.46,1020,92,359,3050,672,1
SOL-002794,42,M,soltero,Propia,4,Costa,Urbano,8914,34,Quincenal,239,582,Produccion,6653,40,3991.8,1070,109,1158,317,499,1
SOL-002795,41,F,viudo,Propia,2,Selva,Urbano,9586,58,Diario,1230,1523,Servicios,12054,54,5544.84,640,189,866,1814,521,1
SOL-002796,63,F,conviviente,Alquilada,1,Costa,Rural,6157,325,Mensual,1163,1360,Comercio,2990,70,897,430,66,1262,939,674,1
SOL-002797,57,F,soltero,Alquilada,1,Sierra,Rural,6303,130,Quincenal,93,1933,Comercio,17263,75,4315.75,390,63,1067,2726,529,1
SOL-002798,63,M,divorciado,Propia,3,Selva,Rural,2255,263,Mensual,987,178,Servicios,1012,69,313.72,590,94,841,2929,757,0
SOL-002799,61,M,casado,Familiar,2,Sierra,Rural,3711,270,Semanal,988,1925,Transporte,4278,63,1582.86,520,187,1297,683,806,1
SOL-002800,48,M,viudo,Alquilada,2,Selva,Rural,4361,185,Diario,1279,874,Servicios,16434,70,4930.2,470,88,774,3869,782,1
SOL-002801,59,M,viudo,Alquilada,4,Selva,Urbano,7124,80,Semanal,1630,322,Produccion,7918,66,2692.12,990,87,765,2011,678,1
SOL-002802,40,F,soltero,Alquilada,4,Selva,Periurbano,4455,340,Mensual,1513,1039,Produccion,7332,47,3885.96,920,97,139,4366,785,1
SOL-002803,53,F,viudo,Propia,1,Selva,Periurbano,816,195,Quincenal,965,736,Comercio,5550,70,1665,430,134,804,1561,812,1
SOL-002804,18,F,soltero,Alquilada,4,Sierra,Periurbano,4918,180,Semanal,890,1140,Comercio,5403,58,2269.26,890,57,766,2356,807,1
SOL-002805,64,F,divorciado,Alquilada,1,Costa,Periurbano,7086,98,Mensual,1565,1346,Comercio,9481,40,5688.6,480,128,684,1045,841,1
SOL-002806,29,F,divorciado,Familiar,4,Selva,Urbano,7453,259,Semanal,318,1413,Produccion,5963,71,1729.27,990,141,161,4727,432,1
SOL-002807,30,M,divorciado,Familiar,3,Selva,Rural,1376,200,Quincenal,552,1438,Servicios,13173,61,5137.47,590,197,481,2927,397,1
SOL-002808,20,F,soltero,Alquilada,6,Costa,Periurbano,8894,277,Diario,968,1585,Produccion,16213,35,10538.45,1300,106,586,3792,446,1
SOL-002809,30,M,casado,Familiar,5,Costa,Periurbano,6663,289,Quincenal,1683,903,Servicios,2588,67,854.04,1130,103,747,3829,503,1
SOL-002810,57,F,soltero,Familiar,5,Sierra,Rural,3648,205,Semanal,1575,1186,Comercio,19261,65,6741.35,890,120,744,4278,415,1
SOL-002811,18,F,viudo,Familiar,5,Sierra,Rural,9637,155,Semanal,493,102,Produccion,5004,41,2952.36,890,116,1207,3029,416,1
SOL-002812,70,M,viudo,Alquilada,5,Sierra,Rural,1344,251,Mensual,96,25,Servicios,19501,62,7410.38,890,148,122,3089,749,1
SOL-002813,24,M,conviviente,Alquilada,4,Sierra,Periurbano,9927,296,Quincenal,1070,1661,Servicios,1181,71,342.49,890,198,1413,2411,801,0
SOL-002814,34,F,soltero,Alquilada,6,Costa,Urbano,4239,350,Semanal,1706,1942,Servicios,14514,65,5079.9,1440,194,288,4825,564,1
SOL-002815,60,M,casado,Familiar,6,Selva,Rural,7756,335,Semanal,1027,1124,Transporte,10208,77,2347.84,970,146,1157,3327,300,1
SOL-002816,40,M,soltero,Propia,2,Sierra,Periurbano,5994,235,Diario,1046,1053,Servicios,16366,55,7364.7,590,54,759,4448,711,1
SOL-002817,18,M,conviviente,Alquilada,2,Costa,Periurbano,1540,341,Diario,1772,396,Produccion,1839,68,588.48,630,123,1042,4511,796,0
SOL-002818,67,F,conviviente,Alquilada,3,Sierra,Rural,2100,247,Semanal,1004,1472,Produccion,1370,67,452.1,630,60,1398,1627,678,0
SOL-002819,31,M,viudo,Alquilada,5,Costa,Rural,5766,76,Diario,950,1994,Servicios,17126,52,8220.48,1000,176,810,202,712,1
SOL-002820,49,M,conviviente,Alquilada,4,Sierra,Rural,8709,357,Semanal,996,1638,Transporte,10670,53,5014.9,750,115,1472,4052,797,1
SOL-002821,20,M,soltero,Propia,3,Selva,Periurbano,1704,235,Diario,1168,20,Transporte,14349,79,3013.29,740,51,247,2354,749,1
SOL-002822,69,F,viudo,Propia,1,Selva,Periurbano,4864,314,Diario,804,1211,Produccion,3007,79,631.47,430,129,191,885,383,1
SOL-002823,61,F,casado,Propia,6,Selva,Urbano,1875,99,Quincenal,954,1415,Transporte,3185,65,1114.75,1330,93,553,2407,738,1
SOL-002824,42,F,casado,Propia,5,Costa,Urbano,1290,89,Mensual,75,867,Produccion,18310,50,9155,1250,190,714,4725,814,1
SOL-002825,51,F,viudo,Alquilada,6,Costa,Periurbano,3815,256,Quincenal,461,211,Produccion,17022,65,5957.7,1300,177,968,2996,358,1
SOL-002826,26,F,divorciado,Propia,2,Selva,Rural,7589,288,Diario,1310,1663,Comercio,5259,30,3681.3,470,79,619,1510,725,1
SOL-002827,44,M,viudo,Propia,4,Sierra,Urbano,9609,278,Diario,1174,1848,Comercio,13079,63,4839.23,1000,172,1044,3645,802,1
SOL-002828,18,M,viudo,Propia,3,Sierra,Rural,9817,123,Semanal,1362,1306,Transporte,19676,65,6886.6,630,191,539,4217,818,1
SOL-002829,34,F,casado,Familiar,5,Sierra,Rural,3616,283,Diario,1162,749,Comercio,1506,63,557.22,890,101,447,1187,645,1
SOL-002830,59,M,soltero,Familiar,3,Costa,Periurbano,3752,302,Mensual,348,928,Transporte,5916,69,1833.96,790,117,685,1723,823,1
SOL-002831,18,M,viudo,Alquilada,5,Sierra,Urbano,2203,175,Mensual,1761,1320,Servicios,16950,76,4068,1180,69,342,2928,497,1
SOL-002832,23,M,viudo,Familiar,3,Costa,Periurbano,5497,50,Mensual,1235,1102,Produccion,11184,70,3355.2,790,67,567,2901,568,1
SOL-002833,70,M,viudo,Alquilada,5,Selva,Periurbano,9844,129,Quincenal,1371,285,Transporte,2130,35,1384.5,1080,174,430,212,728,1
SOL-002834,22,M,divorciado,Familiar,1,Sierra,Periurbano,8077,272,Quincenal,1593,154,Produccion,15147,42,8785.26,450,67,518,491,330,1
SOL-002835,65,F,viudo,Alquilada,6,Sierra,Periurbano,2645,94,Semanal,1292,475,Transporte,12348,72,3457.44,1210,141,901,2377,588,1
SOL-002836,64,M,casado,Alquilada,6,Selva,Rural,3013,273,Quincenal,1512,1959,Servicios,7374,77,1696.02,970,90,787,2382,786,1
SOL-002837,64,F,casado,Propia,4,Costa,Periurbano,6973,305,Semanal,1919,1134,Transporte,8436,35,5483.4,960,183,187,956,670,1
SOL-002838,69,M,divorciado,Alquilada,2,Selva,Urbano,4714,309,Quincenal,1529,1074,Comercio,1079,31,744.51,640,127,656,3513,608,1
SOL-002839,42,M,viudo,Alquilada,6,Selva,Periurbano,6473,297,Semanal,626,459,Comercio,12640,65,4424,1240,98,1354,3599,794,1
SOL-002840,19,M,casado,Propia,4,Sierra,Rural,3415,150,Semanal,519,1327,Produccion,10238,40,6142.8,750,71,315,4934,427,1
SOL-002841,59,F,viudo,Familiar,3,Costa,Urbano,6846,141,Mensual,1834,862,Servicios,15867,38,9837.54,890,171,1005,4816,532,1
SOL-002842,43,M,divorciado,Alquilada,3,Selva,Rural,3591,216,Semanal,1584,964,Comercio,9962,35,6475.3,590,97,1201,326,781,1
SOL-002843,20,F,soltero,Alquilada,6,Sierra,Rural,6637,249,Mensual,600,1721,Servicios,19043,65,6665.05,1020,100,1493,825,303,1
SOL-002844,26,M,soltero,Familiar,5,Selva,Periurbano,4172,143,Semanal,902,887,Servicios,6118,51,2997.82,1080,51,1115,4253,509,1
SOL-002845,34,F,conviviente,Propia,2,Selva,Rural,7366,314,Mensual,2,464,Servicios,5738,63,2123.06,470,92,220,1341,760,1
SOL-002846,65,F,divorciado,Propia,4,Sierra,Periurbano,7548,114,Diario,1988,547,Produccion,18596,59,7624.36,890,83,839,1997,784,1
SOL-002847,60,F,viudo,Familiar,3,Costa,Urbano,1169,181,Diario,1337,1641,Produccion,17727,65,6204.45,890,137,1490,4133,655,1
SOL-002848,24,M,conviviente,Alquilada,6,Costa,Urbano,4362,328,Diario,167,1111,Produccion,19961,52,9581.28,1440,172,609,1895,819,1
SOL-002849,40,M,viudo,Propia,1,Costa,Rural,9035,169,Mensual,179,594,Produccion,8755,54,4027.3,430,119,1003,2186,532,1
SOL-002850,60,F,conviviente,Familiar,3,Sierra,Rural,9664,151,Diario,1254,290,Produccion,8806,63,3258.22,630,159,1008,2682,571,1
SOL-002851,46,F,conviviente,Alquilada,2,Selva,Urbano,4820,235,Quincenal,1041,1092,Transporte,1607,65,562.45,640,51,279,3198,422,1
SOL-002852,70,F,soltero,Propia,2,Sierra,Periurbano,9239,113,Quincenal,787,519,Servicios,11235,59,4606.35,590,76,1496,4932,708,1
SOL-002853,36,F,soltero,Familiar,3,Costa,Urbano,2410,37,Mensual,1732,922,Produccion,13409,61,5229.51,890,50,1031,4332,535,1
SOL-002854,38,F,conviviente,Alquilada,5,Sierra,Periurbano,9778,159,Mensual,1100,464,Transporte,7648,69,2370.88,1050,194,1308,1780,430,1
SOL-002855,43,F,divorciado,Familiar,2,Selva,Periurbano,9046,224,Semanal,1955,923,Produccion,1203,71,348.87,580,89,1004,808,476,1
SOL-002856,37,F,conviviente,Familiar,5,Sierra,Rural,2589,263,Diario,1676,1620,Transporte,12396,63,4586.52,890,169,1244,285,304,1
SOL-002857,65,M,casado,Propia,6,Costa,Urbano,1641,96,Quincenal,1401,1668,Transporte,16480,72,4614.4,1440,182,714,989,814,1
SOL-002858,63,M,viudo,Familiar,3,Selva,Rural,7334,261,Diario,1187,267,Produccion,16173,47,8571.69,590,174,720,3818,770,1
SOL-002859,23,M,soltero,Alquilada,6,Sierra,Rural,9805,214,Diario,1615,1264,Servicios,10471,41,6177.89,1020,170,993,4399,433,1
SOL-002860,33,M,conviviente,Propia,5,Costa,Urbano,4811,200,Semanal,1218,1011,Produccion,5042,43,2873.94,1250,174,473,423,850,1
SOL-002861,68,F,soltero,Propia,1,Sierra,Urbano,6190,52,Quincenal,1259,777,Transporte,10900,70,3270,520,148,518,4566,628,1
SOL-002862,19,M,conviviente,Alquilada,3,Costa,Periurbano,4129,201,Mensual,1895,1321,Transporte,6143,73,1658.61,790,83,845,1866,753,1
SOL-002863,20,F,divorciado,Familiar,4,Costa,Periurbano,2186,303,Mensual,950,361,Transporte,12808,54,5891.68,960,161,1421,3406,646,1
SOL-002864,27,M,viudo,Propia,6,Sierra,Urbano,599,46,Quincenal,21,1369,Produccion,11328,72,3171.84,1350,76,1278,2769,676,1
SOL-002865,50,M,casado,Propia,1,Costa,Rural,2609,281,Mensual,1277,1237,Transporte,17119,68,5478.08,430,51,498,272,369,1
SOL-002866,70,M,conviviente,Alquilada,1,Sierra,Periurbano,2802,163,Diario,882,936,Transporte,4399,73,1187.73,450,61,583,2831,569,1
SOL-002867,43,F,divorciado,Familiar,5,Selva,Rural,4720,80,Mensual,41,15,Comercio,9039,68,2892.48,840,90,1367,4474,301,0
SOL-002868,49,F,conviviente,Propia,3,Sierra,Rural,806,324,Diario,897,1079,Transporte,16137,73,4356.99,630,116,501,2293,525,1
SOL-002869,18,M,casado,Alquilada,3,Selva,Rural,8074,288,Semanal,816,1057,Produccion,3803,70,1140.9,590,175,1111,4364,795,1
SOL-002870,58,M,soltero,Familiar,4,Costa,Periurbano,6362,132,Semanal,1567,218,Produccion,1953,67,644.49,960,166,622,2958,494,0
SOL-002871,62,F,soltero,Propia,1,Sierra,Rural,7149,76,Quincenal,480,102,Transporte,18957,21,14976.03,390,149,812,3302,535,1
SOL-002872,63,F,casado,Familiar,1,Costa,Urbano,5731,124,Mensual,463,1094,Transporte,1610,10,1449,550,156,568,4392,520,1
SOL-002873,41,M,soltero,Familiar,2,Sierra,Rural,6019,75,Diario,622,809,Servicios,11957,55,5380.65,520,179,1249,235,418,1
SOL-002874,50,F,divorciado,Propia,2,Selva,Rural,4274,243,Quincenal,1968,1303,Produccion,16908,73,4565.16,470,66,1294,4685,519,1
SOL-002875,59,F,casado,Propia,6,Sierra,Rural,7468,101,Quincenal,730,1868,Transporte,17113,66,5818.42,1020,133,1436,4873,625,1
SOL-002876,45,M,soltero,Propia,1,Sierra,Rural,3314,34,Diario,841,1666,Transporte,5893,58,2475.06,390,167,390,4694,525,1
SOL-002877,24,F,conviviente,Propia,2,Sierra,Urbano,1469,45,Mensual,276,1969,Transporte,4448,67,1467.84,670,67,986,4821,570,1
SOL-002878,35,M,viudo,Alquilada,6,Costa,Rural,1375,307,Mensual,350,645,Comercio,9879,40,5927.4,1150,86,889,3529,563,1
SOL-002879,43,M,viudo,Propia,5,Selva,Urbano,3384,67,Quincenal,1666,306,Transporte,18188,58,7638.96,1160,188,380,492,727,1
SOL-002880,55,F,casado,Familiar,3,Costa,Periurbano,1339,46,Diario,957,1716,Transporte,8855,69,2745.05,790,165,1036,2723,580,1
SOL-002881,40,F,divorciado,Familiar,3,Selva,Periurbano,7926,254,Mensual,98,649,Produccion,14499,65,5074.65,740,90,1131,1433,520,1
SOL-002882,42,F,viudo,Familiar,6,Sierra,Urbano,5562,64,Mensual,427,1831,Transporte,3786,70,1135.8,1350,109,486,3994,796,1
SOL-002883,63,M,viudo,Propia,5,Costa,Urbano,8186,246,Semanal,403,680,Servicios,16392,62,6228.96,1250,173,1210,811,353,1
SOL-002884,59,M,conviviente,Propia,1,Costa,Rural,7936,221,Quincenal,916,117,Comercio,7187,57,3090.41,430,151,710,4094,845,1
SOL-002885,66,F,divorciado,Familiar,1,Costa,Urbano,1564,125,Semanal,1296,1113,Produccion,16104,67,5314.32,550,85,1367,3188,561,1
SOL-002886,64,M,conviviente,Familiar,5,Sierra,Urbano,9546,255,Diario,450,739,Comercio,8517,77,1958.91,1180,180,997,2291,570,0
SOL-002887,61,M,soltero,Familiar,5,Sierra,Periurbano,5428,202,Quincenal,1745,602,Transporte,14561,52,6989.28,1050,199,569,4844,437,1
SOL-002888,66,M,divorciado,Propia,6,Selva,Periurbano,3925,58,Quincenal,1874,1802,Produccion,17262,82,3107.16,1240,123,577,2679,396,1
SOL-002889,48,M,divorciado,Propia,4,Sierra,Periurbano,7079,273,Diario,1365,1682,Produccion,5339,59,2188.99,890,125,860,3268,324,1
SOL-002890,42,M,viudo,Alquilada,2,Sierra,Urbano,7593,112,Mensual,1268,1706,Servicios,3280,73,885.6,670,175,508,3591,710,1
SOL-002891,32,M,soltero,Alquilada,5,Selva,Periurbano,2641,43,Quincenal,866,1550,Comercio,18920,54,8703.2,1080,147,114,329,318,1
SOL-002892,21,F,casado,Propia,4,Costa,Periurbano,4592,119,Quincenal,1548,1173,Transporte,8708,40,5224.8,960,191,1276,3364,363,1
SOL-002893,36,M,viudo,Familiar,4,Selva,Periurbano,513,94,Mensual,951,940,Comercio,13891,63,5139.67,920,91,181,504,614,1
SOL-002894,41,M,casado,Alquilada,5,Sierra,Rural,9133,35,Semanal,454,930,Transporte,17516,66,5955.44,890,100,972,3806,587,1
SOL-002895,69,F,soltero,Familiar,1,Sierra,Urbano,9351,49,Quincenal,890,971,Transporte,4064,69,1259.84,520,99,293,2734,671,1
SOL-002896,58,M,soltero,Alquilada,5,Sierra,Rural,6806,170,Diario,1873,872,Servicios,4704,18,3857.28,890,135,810,3322,756,1
SOL-002897,52,M,divorciado,Alquilada,2,Costa,Urbano,4372,200,Semanal,7,1437,Transporte,18858,77,4337.34,710,184,1298,4867,659,1
SOL-002898,35,M,viudo,Alquilada,1,Selva,Periurbano,7962,297,Quincenal,692,1486,Transporte,9799,73,2645.73,430,140,240,1038,472,1
SOL-002899,43,F,divorciado,Alquilada,1,Sierra,Rural,9897,190,Mensual,1552,752,Comercio,16177,53,7603.19,390,114,846,2415,540,1
SOL-002900,69,F,soltero,Alquilada,3,Costa,Urbano,9105,182,Quincenal,1318,1739,Servicios,15469,63,5723.53,890,61,758,204,566,1
SOL-002901,57,F,casado,Alquilada,3,Sierra,Urbano,3187,55,Semanal,1918,516,Servicios,18858,59,7731.78,830,88,592,1108,362,1
SOL-002902,35,F,conviviente,Familiar,1,Costa,Rural,5783,344,Semanal,634,193,Servicios,6490,52,3115.2,430,175,632,237,425,1
SOL-002903,50,M,soltero,Alquilada,1,Selva,Urbano,4742,241,Quincenal,612,511,Servicios,9401,66,3196.34,490,141,112,611,561,1
SOL-002904,28,M,soltero,Alquilada,1,Costa,Periurbano,3981,335,Diario,1979,1624,Transporte,15888,70,4766.4,480,82,931,1712,675,1
